"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Time Slot Recurrent Neural Networks for Short-Term Traffic Flow Prediction","L. Qu; L. Qie; X. Li; Z. Liu; X. Li; Y. Shi","School of Information Engineering, Chang’an University, Xi’an, China; School of Information Engineering, Chang’an University, Xi’an, China; School of Economics and Management, Shaanxi Xueqian Normal University, Xi’an, China; School of Information Engineering, Chang’an University, Xi’an, China; School of Information Engineering, Chang’an University, Xi’an, China; School of Information Engineering, Chang’an University, Xi’an, China","2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE)","18 Apr 2023","2022","","","265","271","Accurate short-term traffic flow prediction plays an important role in intelligent transportation systems. Considering the daily fluctuations of traffic flow patterns and the excellent performance of recurrent neural networks in time series analysis, a deep learning algorithm named time slot recurrent neural networks (TS-RNN) is proposed to predict future traffic flow by learning multiple sub-patterns instead of a complete traffic flow pattern. The historical series data were break into groups according to their time slot, and the optimal grouping size was determined by grid searching algorithm. Removing irrelevant historical time series data can effectively reduce noise and interference during learning, so that each independent sub-mode only needs to be trained on highly correlated data and learns fewer but more accurate feature representations. To the best of our knowledge, this is the first time that a piecewise pattern has been used in time series forecasting. The comparison results with six traffic flow prediction models suggest that the performance of proposed model is far superior than those of comparison models due to the more powerful and accurate time series pattern learning and representing ability. Furthermore, small-scale models can also make full use of computing resources, improve the parallel computing capabilities and achieve real-time online prediction.","","978-1-6654-6007-1","10.1109/ICITE56321.2022.10101423","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101423","intelligence transportation system;traffic state prediction;time series;deep learning;small scale pattern","Recurrent neural networks;Computational modeling;Time series analysis;Transportation;Predictive models;Prediction algorithms;Data models","deep learning (artificial intelligence);intelligent transportation systems;learning (artificial intelligence);recurrent neural nets;time series;traffic engineering computing","accurate short-term traffic flow prediction;accurate time series pattern learning;complete traffic flow pattern;deep learning algorithm named time slot recurrent neural networks;fewer but more accurate feature representations;future traffic flow;grid searching algorithm;highly correlated data;historical series data;intelligent transportation systems;irrelevant historical time series data;multiple sub-patterns;optimal grouping size;piecewise pattern;powerful time series pattern learning;representing ability;time series analysis;time series forecasting;traffic flow patterns;traffic flow prediction models","","","","24","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Ensemble Empirical Mode Decomposition-Based Gated Recurrent Unit Model for Short-Term Metro Passenger Flow Prediction","Z. Liu; C. Xiu; Y. Sun; B. Shuai","School of Transportation and Logistics, Southwest Jiaotong University, Chengdu, China; School of Transportation and Logistics, Southwest Jiaotong University, Chengdu, China; School of Transportation and Logistics, Southwest Jiaotong University, Chengdu, China; School of Transportation and Logistics, Southwest Jiaotong University, Chengdu, China","2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE)","18 Apr 2023","2022","","","243","248","An accurate short-term passenger flow prediction provides essential data support for Urban Rail Transit (URT) organizations. However, the short-term URT passenger flow data is neither linear nor stationary, which results in the inaccuracy of prediction using only single deep-learning models. In this paper, we proposed a hybrid model that integrates Ensemble Empirical Mode Decomposition (EEMD) and Gated Recurrent Unit (GRU) to achieve faster and better results for short-term passenger flow prediction. The approach contains four steps. First, the EEMD algorithm decomposes passenger flow data into several intrinsic mode functions (IMF) and a residual function. Second, the Spearman and Kendall correlation coefficients were used to examine the IMF components to select components that are highly related to the URT passenger flow. Third, the selected features and historical passenger flow are combined as inputs for the GRU model, respectively. Last, the outputs of each input feature and historical data were synthesized to obtain the result. We used the passenger flow of Xipu, a station of Chengdu Metro Line 2, to demonstrate the method. The experimental results indicate that the proposed EEMD-GRU architecture, compared with benchmark models, achieves superior performance. It can reduce the training time by 26.18% and improve the average accuracy by 29.58%, which shows great validity for large-scale short-term metro passenger flow forecasting.","","978-1-6654-6007-1","10.1109/ICITE56321.2022.10101458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101458","Urban Rail Transit (URT);short-term passenger flow;forecast;EEMD;GRU;deep learning","Rails;Training;Adaptation models;Computational modeling;Urban areas;Time series analysis;Predictive models","deep learning (artificial intelligence);Hilbert transforms;railway engineering;recurrent neural nets","Chengdu Metro Line 2 station;deep-learning models;EEMD-based GRU model;ensemble empirical mode decomposition-based gated recurrent unit model;historical passenger flow;Kendall correlation coefficient;short-term metro passenger flow forecasting;short-term metro passenger flow prediction;short-term URT passenger flow data;Spearman correlation coefficient;urban rail transit organizations","","","","26","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"A Dilated Transformer Network for Time Series Anomaly Detection","B. Wu; Z. Yao; Y. Tu; Y. Chen","Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Purple Mountain Laboratories, Nanjing, China; Institute of Microelectronics, Chinese Academy of Sciences, Purple Mountain Laboratories, Beijing, China; Shandong Future Network, Research Institute, Purple Mountain Laboratories, Beijing, China; Washington University in St.Louis, Purple Mountain Laboratories, Washington, USA","2022 IEEE 34th International Conference on Tools with Artificial Intelligence (ICTAI)","18 Apr 2023","2022","","","48","52","Unsupervised anomaly detection for time series has been an active research area due to its enormous potential for wireless network management. Existing works have made extraordinary progress in time series representation, reconstruction and forecasting. However, long-term temporal patterns prohibit the model from learning reliable dependencies. To this end, we propose a novel approach based on Transformer with dilated convolution for time anomaly detection. Specifically, we provide a dilated convolution module to extract long-term dependence features. Extensive experiments on various public benchmarks demonstrate that our method has achieved the state-of-the-art performance.","2375-0197","979-8-3503-9744-4","10.1109/ICTAI56018.2022.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098005","anomaly detection;Transformer;dilated convolution;time series","Convolution;Wireless networks;Time series analysis;Benchmark testing;Transformers;Feature extraction;Market research","convolutional neural nets;data handling;deep learning (artificial intelligence);feature extraction;time series;unsupervised learning","dilated convolution module;dilated Transformer network;extraordinary progress;long-term dependence features;long-term temporal patterns;reliable dependencies;time anomaly detection;time series anomaly detection;time series representation;unsupervised anomaly detection;wireless network management","","","","25","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"How Features Benefit: Parallel Series Embedding for Multivariate Time Series Forecasting with Transformer","X. Feng; Z. Lyu","Dept. Industrial Engineering and Operations Research, Columbia University in the City of New York, New York, USA; Dept. Industrial Engineering and Operations Research, Columbia University in the City of New York, New York, USA","2022 IEEE 34th International Conference on Tools with Artificial Intelligence (ICTAI)","18 Apr 2023","2022","","","967","975","Forecasting time series is an engaging and vital mathematical topic. Theories and applications in related fields have been studied for decades, and deep learning has provided reliable tools in recent years. Transformer, capable to capture longer sequence dependencies, was exploited as a powerful architecture in time series forecasting. While existing work majorly contributed to breaking memory bottleneck of Trasnformer, how to effectively leverage multivariate time series remains barely focused. In this work, a novel architecture utilizing a primary Transformer is proposed to conduct multivariate time series predictions. Our proposed architecture has two main advantages. Firstly, it accurately predicts multivariate time series with shorter or longer sequence lengths and steps. We benchmark our proposed model with various baseline architectures on real-world datasets, and our model improved their performances significantly. Secondly, it can easily be leveraged in Transformer-based variants, which guarantees broad applications of our proposed work.","2375-0197","979-8-3503-9744-4","10.1109/ICTAI56018.2022.00148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098079","Multivariate time series;Deep learning;Parallel series embedding;Transformer","Deep learning;Sensitivity analysis;Time series analysis;Reliability theory;Predictive models;Benchmark testing;Transformers","deep learning (artificial intelligence);parallel processing;time series","baseline architectures;deep learning;longer sequence dependencies;multivariate time series forecasting;parallel series;primary transformer;vital mathematical topic","","","","48","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"A Clustering Algorithm for Correlation Quickest Hub Discovery Mixing Time Evolution and Random Matrix Theory","A. R. Domínguez; D. Stynes","Miralta Finance Bank S.A., Spain; Munster Technological University, Ireland","2022 IEEE 34th International Conference on Tools with Artificial Intelligence (ICTAI)","18 Apr 2023","2022","","","1007","1014","We present a geometric version of Quickest Change Detection (QCD) and Quickest Hub Discovery (QHD) tests in correlation structures that allows us to include and combine new information with distance metrics. The topic falls within the scope of sequential, nonparametric, high-dimensional QCD and QHD, from which state-of-the-art settings developed global and local summary statistics from asymptotic Random Matrix Theory (RMT) to detect changes in random matrix law. These settings work only for uncorrelated pre-change variables. With our geometric version of the tests via clustering, we can test the hypothesis that we can improve state-of-the-art settings for QHD, by combining QCD and QHD simultaneously, as well as including information about pre-change time-evolution in correlations. We can work with correlated pre-change variables and test if the time-evolution of correlation improves performance. We prove test consistency and design test hypothesis based on clustering performance. We apply this solution to financial time series correlations. Future developments on this topic are highly relevant in finance for Risk Management, Portfolio Management, and Market Shocks Forecasting which can save billions of dollars for the global economy. We introduce the Diversification Measure Distribution (DMD) for modeling the time-evolution of correlations as a function of individual variables which consists of a Dirichlet-Multinomial distribution from a distance matrix of rolling correlations with a threshold. Finally, we are able to verify all these hypotheses.","2375-0197","979-8-3503-9744-4","10.1109/ICTAI56018.2022.00154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098076","Clustering;Correlation;Distribution functions;Financial;Graphs and networks;Quickest change detection;Quickest hub discovery;Risk management;Sequential analysis","Measurement;Correlation;Electric shock;Time series analysis;Finance;Clustering algorithms;Position measurement","matrix algebra;pattern clustering;quantum chromodynamics;random processes;risk management;statistical analysis;statistical distributions;time series","asymptotic Random Matrix Theory;clustering algorithm;clustering performance;correlated pre-change variables;correlation Quickest Hub Discovery mixing time evolution;correlation structures;design test hypothesis;distance matrix;distance metrics;financial time series correlations;geometric version;global statistics;high-dimensional QCD;local statistics;pre-change time-evolution;QHD;Quickest Change Detection;random matrix law;state-of-the-art settings;test consistency;uncorrelated pre-change variables","","","","11","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Stock Index Probability Prediction using the FB Prophet Model","N. Harish; H. Likith; G. Yashwanth; N. Krishnaswamy; Eshanya; G. L. Sunil","Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India; Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India; Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India; Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India; Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India; Dept. of Computer Science and Engineering, Sai Vidya Institute of Technology, Bengaluru, India","2022 International Conference on Futuristic Technologies (INCOFT)","13 Apr 2023","2022","","","1","5","Given how unpredictable the stock market has recently become, it is now crucial to be able to accurately predict the future trend of equities. Because of the financial crisis, it is now essential to estimate stock values accurately in order to make money. Non-linear signal forecasting requires sophisticated statistical models and machine learning methods. We must identify the stock’s purchasing and selling points for a specific stock market history in order to make a profit. The Dow Theory, MACD, the Relative Strength Index (RSI), the Exponential Moving Average, and others have all been used to forecast stock market performance. It could be challenging to make a specific judgement because these models could provide a variety of indications. The aforementioned issue was attempted to be solved by a wave of machine learning algorithms in artificial intelligence. Some strategies have yet to provide promising results, while others have not reacted as well on the stock market exchange, due to the non-linear structure of the stock market signals. We intend to employ the Prophet model, which is reliable and generates findings with minimal data. The Prophet refers to the method of forecasting time series data based on an additive model with non-linear trends suited with holiday impacts, daily seasonality, weekly, and yearly. Strong seasonal impacts in time-series data are ideal for it. The prophet is resilient to missing data and adept at handling outliers. Facebook has made available the prophet, an open-source Python package. Predictions of stock prices are shown by indicators like RSI, MACD, Super Trend and others.","","978-1-6654-5046-1","10.1109/INCOFT55651.2022.10094384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10094384","Technical Indicators;Stock market;Time series Forecasting;Stock Index;Prophet;Machine Learning.","Software algorithms;Time series analysis;Predictive models;Market research;Prediction algorithms;Data models;Indexes","financial data processing;forecasting theory;learning (artificial intelligence);probability;public domain software;Python;social networking (online);stock markets;time series","additive model;Dow theory;exponential moving average;Facebook;FB prophet model;financial crisis;MACD;machine learning;nonlinear signal forecasting;nonlinear structure;nonlinear trends;open-source Python package;relative strength index;RSI;sophisticated statistical models;stock Index probability prediction;stock market exchange;stock market history;stock market performance;stock market signals;stock prices;stock values;Super Trend;time series data","","","","14","IEEE","13 Apr 2023","","","IEEE","IEEE Conferences"
"Short-term forecasting of a univariate time series load using LSTM based RNN model","M. K. Dey; S. Chanana","Department of Electrical Enginerring, National Institute of Technology Kurukshetra, Kurukshetra, India; National Institute of Technology Kurukshetra, Kurukshetra, India","2022 International Conference on Futuristic Technologies (INCOFT)","13 Apr 2023","2022","","","1","6","Due to the recent developments of the society and economy, load forecasting is becoming a crucial asset in the field of power system dispatch and demand response. We have analyzed the hourly load demand of a univariate time series. First, a single data point is predicted implementing a single-layered LSTM based RNN model. Later on, forty data points are predicted using this model using different optimizers. The experimental results prove the effectiveness of the developed prediction algorithm.","","978-1-6654-5046-1","10.1109/INCOFT55651.2022.10094456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10094456","Recurrent Neural Network;Long Short Term Memory;Gated Recurrent Unit;Artificial Neural Network.","Recurrent neural networks;Load forecasting;Time series analysis;Predictive models;Prediction algorithms;Data models;Demand response","load forecasting;power engineering computing;recurrent neural nets;time series","crucial asset;data points;demand response;developed prediction algorithm;economy;hourly load demand;load forecasting;LSTM based RNN model;power system dispatch;single data point;term forecasting;univariate time series load","","","","13","IEEE","13 Apr 2023","","","IEEE","IEEE Conferences"
"FPGA Implementation of N-BEATS for Time Series Forecasting Using Block Minifloat Arithmetic","W. Zhou; H. Qi; D. Boland; P. H. W. Leong","Computer Engineering Laboratory, School of Electrical and Information Engineering The University of Sydney; Computer Engineering Laboratory, School of Electrical and Information Engineering The University of Sydney; Computer Engineering Laboratory, School of Electrical and Information Engineering The University of Sydney; Computer Engineering Laboratory, School of Electrical and Information Engineering The University of Sydney","2022 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS)","11 Apr 2023","2022","","","546","550","The block minifloat (BM) number format uses an 8-bit floating point format with additional shared exponent bias to enable low-precision representation with large dynamic range. While it has been shown that the BM format can support low-precision training of convolutional neural networks such as ResNet on ImageNet at precisions down to 6 bits, its applicability to inference-only applications has not been studied. We present a BM implementation of N-BEATS, a deep neural architecture for univariate time series forecasting. N-BEATS utilises residual and fully connected (FC) blocks to achieve high accuracy. It was found that 8-bit BM had similar area and speed as 8-bit integer arithmetic with NBEATS accuracy similar to 16-bit floating point.","","978-1-6654-5073-7","10.1109/APCCAS55924.2022.10090282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090282","Block minifloat;Minifloat;Neural network inference","Training;Deep learning;Time series analysis;Neural networks;Dynamic range;Throughput;Libraries","convolutional neural nets;deep learning (artificial intelligence);field programmable gate arrays;floating point arithmetic;inference mechanisms;neural nets;time series","16-bit floating point;8-bit BM;8-bit floating point;8-bit integer arithmetic;additional shared exponent bias;block minifloat arithmetic;block minifloat number;convolutional neural networks;deep neural architecture;dynamic range;FPGA implementation;inference-only applications;low-precision representation;N-BEATS;univariate time series forecasting","","","","16","IEEE","11 Apr 2023","","","IEEE","IEEE Conferences"
"Building modular network models through the XMI","D. Fay; K. Kadri; H. Masmoudi; S. Besbes; J. Bolton","IDeAS INFOR, Atlanta, USA; SCM INFOR, Tunis, Tunisia; SCM INFOR, Tunis, Tunisia; SCM INFOR, Atlanta, USA; SCM INFOR, Birmingham, UK","2022 16th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS)","10 Apr 2023","2022","","","61","69","In this paper we present the XMI, an ML tool for rapid development, selection and integration of ML models into our AI stack. The system is model centric and seeks to give the user full control over the computational parts of the model while obscuring the other elements. In addition, the XMI is modular allowing the user to create computational blocks which can easily be ported to new projects. The abilities of the XMI are demonstrated using two showcases. The first uses a known DGP to show how the transients in times series can be estimated while simultaneously performing model based clustering. The second gives an example of how we build a practical forecasting model by stepping through increasing complexities of the model to obtain the best model structure (and parameters). In addition, we show how we can use this model to infer the predictive distribution (as opposed to a point forecast) thus estimating the uncertainty in the forecasts.","","978-1-6654-6495-6","10.1109/SITIS57111.2022.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090036","Machine learning tools;neural networks;modular networks;time series analysis;short term load forecasting","Uncertainty;Computational modeling;Soft sensors;Buildings;Pipelines;Time series analysis;Machine learning","deep learning (artificial intelligence);load forecasting;pattern clustering;power engineering computing;time series","AI stack;building modular network models;known DGP;load forecasting;ML tool;model based clustering;practical forecasting model;predictive distribution;times series;XMI","","","","28","IEEE","10 Apr 2023","","","IEEE","IEEE Conferences"
"Time-series prediction research based on combined prophet-LSTM models","J. Gao","Southwest Jiaotong University, Sichuan, China","2022 18th International Conference on Computational Intelligence and Security (CIS)","7 Apr 2023","2022","","","143","147","Time series forecasting models are an important model for practical applications, and are some relatively complex class of modelling and forecasting problems due to their reliance on the sequence of events. The advent of Facebook's open source framework Prophet is a breakthrough in traditional time series forecasting models, which is simple, efficient, flexible and highly robust. However, any single prediction model for non-linear time series prediction still suffers from low accuracy and inability to extract the composite features of time series well. To this end, we propose an innovative approach to time series prediction based on the Prophet model and adding the long-short memory network model LSTM to form a combined Prophet-LSTM model. Firstly, the origin of time series forecasting is introduced, and several classical time series forecasting models are listed and their shortcomings are analyzed; secondly, the principles and advantages of the combined Prophet-LSTM model are elaborated; finally, the trend change of temperature is predicted using the Shanghai temperature data set as a sample, and the good prediction results confirm that the combined model is an excellent forecasting tool, which is worth studying and promoting application.","","979-8-3503-4627-5","10.1109/CIS58238.2022.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10091270","Prophet;Regression models;Gradient disappearance;Gradient explosion;Overfitting;Robustness","Temperature distribution;Analytical models;Computational modeling;Time series analysis;Predictive models;Feature extraction;Data models","forecasting theory;recurrent neural nets;regression analysis;social networking (online);time series","Facebook's open source framework Prophet;long-short memory network model;nonlinear time series prediction;prophet-LSTM models;Shanghai temperature data set;single prediction model;time series forecasting models;time-series prediction research","","","","6","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"Combined Prediction Model of Electricity Consumption Based on Grey System and ARIMA Model Correction","X. Ye; Z. Zhang; Y. Liang; Y. Zhang; Y. Chen",Shijiazhuangtiedao University; Shijiazhuangtiedao University; Shijiazhuangtiedao University; Shijiazhuangtiedao University; Shijiazhuangtiedao University,"2022 2nd International Conference on Algorithms, High Performance Computing and Artificial Intelligence (AHPCAI)","7 Apr 2023","2022","","","363","366","In this paper, an ARIMA(p,d,q) power prediction model based on grey system correction is established. To forecast electricity consumption for five periods per month for the six months, from January 2022 to March 2023, the data mean is used to replace the outliers. Then, after the data pass the time series stationarity test, an ARIMA(p,d,q) model is introduced to make seasonal predictions of the data. After the data passed the quasi-exponential law test, the grey system prediction model was established, the results were linearly fitted, and the linear coefficient was used as the trend development factor to evaluate ARIMA(p,d,q). The model is modified to produce the final solution prediction.","","979-8-3503-3478-4","10.1109/AHPCAI57455.2022.10087804","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087804","Grey system;ARIMA(p,d,q);Linear fitting","Computational modeling;High performance computing;Time series analysis;Fitting;Predictive models;Prediction algorithms;Market research","autoregressive moving average processes;grey systems;load forecasting;power consumption;power engineering computing;time series","ARIMA model correction;data mean;electricity consumption;final solution prediction;grey system correction;grey system prediction model;January 2022;March 2023;power prediction model;quasiexponential law test;seasonal predictions;time series stationarity test","","","","15","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"Research on electricity demand forecasting based on LSTM-SVR","H. Li; P. Li; Y. Zhang; W. Zu; Y. Zheng","Economic and Technological Research Institute of State Grid Henan Electric Power Company, Zhengzhou, Henan, China; Economic and Technological Research Institute of State Grid Henan Electric Power Company, Zhengzhou, Henan, China; Economic and Technological Research Institute of State Grid Henan Electric Power Company, Zhengzhou, Henan, China; Economic and Technological Research Institute of State Grid Henan Electric Power Company, Zhengzhou, Henan, China; Economic and Technological Research Institute of State Grid Henan Electric Power Company, Zhengzhou, Henan, China","2022 2nd International Conference on Algorithms, High Performance Computing and Artificial Intelligence (AHPCAI)","7 Apr 2023","2022","","","233","239","Accurate and efficient electricity demand forecasting has important research significance in modern power grid construction and resource utilization and distribution. To improve resource utilization and power load prediction accuracy, this paper proposes a combination algorithm that combines long short-term memory networks (LSTM.) Support vector regression (SVR) to predict the power demand of users and uses improved particle swarm optimization (PSO) algorithm to optimize the SVR parameters. The feasibility and effectiveness of the combined model of LSTM-SVR are verified by taking the electricity consumption data of a region in Henan province as an example. The experimental results demonstrate that the LSTM-SVR model is superior to the single model in MAPE, RMSE, and fitting coefficient R2 and can successfully address the inadequacies of the single model's low prediction accuracy (LSTM, SVR).","","979-8-3503-3478-4","10.1109/AHPCAI57455.2022.10087856","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087856","Electricity demand forecasting;Deep learning;Support vector regression;Long short-term memory network","Machine learning algorithms;Time series analysis;Predictive models;Prediction algorithms;Data models;Resource management;Particle swarm optimization","load forecasting;mean square error methods;particle swarm optimisation;power consumption;power engineering computing;power grids;recurrent neural nets;regression analysis;support vector machines","accurate electricity demand forecasting;combination algorithm;efficient electricity demand forecasting;electricity consumption data;important research significance;improved particle swarm optimization algorithm;LSTM-SVR model;modern power grid construction;power load prediction accuracy;resource utilization;short-term memory networks;single model;Support vector regression;SVR parameters","","","","7","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"The Practicality of Machine Learning for Airline Forward Sales Forecast","M. P. Gounder; R. Kumar; K. Kumar","School of Science and Technology Department of Computer Science and Mathematics, University of Fiji, Lautoka, Fiji; School of Science and Technology Department of Computer Science and Mathematics, University of Fiji, Lautoka, Fiji; School of Science and Technology Department of Computer Science and Mathematics, University of Fiji, Lautoka, Fiji","2022 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE)","6 Apr 2023","2022","","","1","8","Forecasting is used in the aviation industry, among other things, to estimate the number of passengers for each trip. This is advantageous for the practice of revenue management because the forecast serves as the foundation for determining the cost of each flight. In order to maximize profit, it is therefore important to know whether these forecasts are accurate. Today, the price of an airline ticket can vary significantly and quickly during the same journey, even for neighboring seats in the same cabin. Customers search for the greatest offer while airlines seek to maintain a high overall revenue and maximize their profit. Airlines use a range of computational techniques, including as pricing discrimination and demand forecasting, to increase their revenue. Demand forecasts have a crucial role in how well airline pricing and revenue management systems perform. The demand for different fare classes is assumed independent by traditional airline forecasting models, which ignore the demand's sensitivity to the airline's inventory control procedures, price variations, and the range of available alternatives. This study looks at several forecasting algorithm implementations in the context of sales booking prediction for the aviation sector, along with its benefits and drawbacks. The research is accompanied with use cases in which Time Series forecasting algorithms ARIMA and Random Forest are tested against a passenger data for American Airlines against performance indicators: confidence interval, usability, and performance. Academics, business intelligence and revenue analysts, airline operators, the revenue management team, and functional silos across the organization are the main beneficiaries of this article as sales forecast will be utilized to plan and budget flights (capacity) and to make strategic decision.","","978-1-6654-5305-9","10.1109/CSDE56538.2022.10089361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089361","Machine Learning;Airline Forward Sales Forecast;Neural Network;Smart Revenue Management;ARIMA;Regression","Technological innovation;Machine learning algorithms;Computational modeling;Time series analysis;Pricing;Prediction algorithms;Business intelligence","forecasting theory;learning (artificial intelligence);pricing;profitability;random forests;sales management;time series;travel industry","airline forward sales forecast;airline operators;airline pricing;airline ticket;American Airlines;ARIMA;aviation industry;demand forecasting;forecasting algorithm implementations;machine learning;price variations;pricing discrimination;random forest;revenue management team;sales booking prediction;time series forecasting;traditional airline forecasting models","","","","33","IEEE","6 Apr 2023","","","IEEE","IEEE Conferences"
"Research on Short-Term and Medium-Term Power Load Forecasting Based on STL-LightGBM","Z. Fang; J. Zhan; J. Cao; L. Gan; H. Wang","College of Systems Engineering, National University of Defense Technology, Changsha, China; College of Systems Engineering, National University of Defense Technology, Changsha, China; College of Systems Engineering, National University of Defense Technology, Changsha, China; College of Systems Engineering, National University of Defense Technology, Changsha, China; College of Systems Engineering, National University of Defense Technology, Changsha, China","2022 2nd International Conference on Electrical Engineering and Control Science (IC2ECS)","6 Apr 2023","2022","","","1047","1051","With the continuous improvement of low-carbon policy and power market, in order to improve the accuracy of power load forecasting, a short-term and medium-term power load forecasting method based on STL-LightGBM is proposed: a sliding window-based data denoising and feature construction method is proposed on the basis of a large amount of data; a shortterm power load forecasting model is constructed based on the STL-LightGBM algorithm, and After the STL time series decomposition, the trend term, seasonal term and residual term are input into the LightGBM model for prediction; the parameters of the prediction model are tuned by using grid search; Several prediction models are set up for comparison experiments, and the experimental results show that the proposed method can effectively improve the short-term and medium-term prediction accuracy of active power of regional power system load which unit is kilowatts(KW).","","979-8-3503-9916-5","10.1109/IC2ECS57645.2022.10088145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088145","LightGBM;STL time series decomposition;sliding window;power load forecasting","Support vector machines;Load forecasting;Time series analysis;Predictive models;Market research;Prediction algorithms;Data models","carbon;load forecasting;neural nets;power engineering computing;power grids;power markets;supervised learning;time series","active power;C/el;carbon policy;feature construction method;grid search;medium-term power load forecasting method;power market;prediction model;regional power system load;short-term power load forecasting model;sliding window-based data denoising;STL time series decomposition;STL-LightGBM algorithm","","","","10","IEEE","6 Apr 2023","","","IEEE","IEEE Conferences"
"Power Load Forecasting Based on COA-Bi-LSTM Method","G. Chen; D. Zhang; W. Xiang; Z. Guan; J. Huang","Chongqing Key Laboratory of Complex Systems and Bionic Control, Chongqing University of Posts and Telecommunications, Nanan District, Chongqing, China; Economic and Technology Research Institute State Grid Chongqing Electric Power Company, Chongqing, China; Economic and Technology Research Institute State Grid Chongqing Electric Power Company, Chongqing, China; Economic and Technology Research Institute State Grid Chongqing Electric Power Company, Chongqing, China; Economic and Technology Research Institute State Grid Chongqing Electric Power Company, Chongqing, China","2022 2nd International Conference on Electrical Engineering and Control Science (IC2ECS)","6 Apr 2023","2022","","","842","845","A power load forecasting method based on Coyote optimization Algorithm-Bidirectional Long short-term Memory Neural Network (COA-Bi-LSTM) model was proposed in this study to solve the problem of inaccurate power load prediction. Aiming at the problem of artificial selection of neural network hyperparameters leading to inaccurate prediction, COA was used to iteratively optimize the three hyperparameters of Bi-LSTM: learning rate, iteration times and number of hidden units. Two groups of historical load data with different characteristics in January and August 2018 were selected and compared with the proposed method using BP neural network, LSTM and Bi-LSTM, respectively. The simulation results show that the optimized prediction effect is better. The Mean Absolute Percentage Error (MAPE) in the data prediction results in January is reduced by 45.46%, 28.57%, and 24.05% respectively. Meanwhile, the MAPE in the data prediction results in August are respectively reduced by 73.71%, 44.04%, 17.57%, verifying the effectiveness of the method.","","979-8-3503-9916-5","10.1109/IC2ECS57645.2022.10088113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088113","Bi-LSTM;Hyperparameter;Power load forecasting;COA","Training;Load forecasting;Simulation;Time series analysis;Learning (artificial intelligence);Predictive models;Prediction algorithms","backpropagation;iterative methods;load forecasting;optimisation;power engineering computing;recurrent neural nets","artificial selection;August 2018;BP neural network;COA-Bi-LSTM Method;Coyote optimization algorithm-bidirectional long short-term memory neural network;data prediction results;historical load data;inaccurate power load prediction;inaccurate prediction;neural network hyperparameters;optimized prediction effect;power load forecasting method","","","","5","IEEE","6 Apr 2023","","","IEEE","IEEE Conferences"
