"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Energy Demand Forecasting Using Machine Learning Perspective Bangladesh","A. P. Piyal; S. Ahmed; K. F. Rahman; A. S. M. Mohsin","Department of Electrical and Electronic Engineering, BRAC University, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, BRAC University, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, BRAC University, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, BRAC University, Dhaka, Bangladesh","2023 IEEE IAS Global Conference on Renewable Energy and Hydrogen Technologies (GlobConHT)","7 Apr 2023","2023","","","1","5","Bangladesh is a largely populated country with a total area of 1, 47,570 square km and per capita electricity generation of 182kWh, which is one of the world's lowest. Supplying an uninterrupted power supply to this huge population becomes a challenge for the govt. of Bangladesh. Therefore it becomes necessary to use modern energy management tools like machine learning-based load forecasting techniques to make the decision-making action more efficient. Due to the chaotic nature of electric load demand, an artificial neural network (ANN) is preferred for electrical load forecasting purposes. In this study, we explored several machine learning algorithms like Long Short-Term Memory Network (LSTM), Seasonal Auto-Regressive Integrated Moving Average with eXogenous factors (SARIMAX), and Fbprophet on 11 years of power generation data (2003 to 2014) of Bangladesh to forecast the load demand. The findings of this study reveal that LSTM methods outperformed SARIMAX and Fbprophet methods with the least RMSE and MAPE error 150.26 and 0.4821%. The findings of this study will help the government in policy making and the individual consumer to tackle the energy challenges in the near future.","","979-8-3503-3211-7","10.1109/GlobConHT56829.2023.10087679","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087679","Deep learning;LSTM;SARIMAX;Fbprophet;Max power Generation;load forecasting","Renewable energy sources;Machine learning algorithms;Load forecasting;Power supplies;Sociology;Hydrogen;Machine learning","autoregressive moving average processes;demand forecasting;learning (artificial intelligence);load forecasting;neural nets;power engineering computing;recurrent neural nets;regression analysis;time series;uninterruptible power supplies","artificial neural network;capita electricity generation;chaotic nature;decision-making action;electric load demand;electrical load forecasting purposes;energy 182.0 kWh;energy challenges;energy demand;huge population;largely populated country;Long Short-Term Memory Network;LSTM methods;machine learning perspective Bangladesh;machine learning-based load;modern energy management tools;power generation data;SARIMAX;Seasonal Auto-Regressive Integrated Moving Average;time 11.0 year;uninterrupted power supply","","","","17","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"Short-term Electricity Price Forecasting Using Interpretable Hybrid Machine Learning Models","H. Mubarak; S. Ahmad; A. A. Hossain; B. Horan; A. Abdellatif; S. Mekhilef; M. Seyedmahmoudian; A. Stojcevski; H. Mokhlis; J. Kanesan; M. Becherif","School of Engineering and Built Environment, Griffith University QLD, Australia; Department of Electrical and Elctronic Engineering, American International University-Bangladesh, Dhaka, Bangladesh; Military Institute of Science and Technology, Dhaka, Bangladesh; School of Engineering, Deakin University, Geelong, VIC, Australia; Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; School of Science, Computing and Engineering Technologies Swinburne University of Technology, Hawthorn, VIC, Australia; School of Science, Computing and Engineering Technologies Swinburne University of Technology, Hawthorn, VIC, Australia; School of Science, Computing and Engineering Technologies Swinburne University of Technology, Hawthorn, VIC, Australia; Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; Department of Electrical Engineering, Universiti Malaya, Kuala Lumpur, Malaysia; UTBM CNRS Rue Ernest Thierry Mieg, FEMTO-ST Institute, Univ. Bourgogne Franche-Comté, Belfort, France","2023 IEEE IAS Global Conference on Renewable Energy and Hydrogen Technologies (GlobConHT)","7 Apr 2023","2023","","","1","6","In this paper, a combination of single and hybrid Machine learning (ML) models were proposed to forecast the electricity price one day ahead for the Nord Pool spot electricity market. The proposed models were evaluated based on performance metrics, such as Root Mean Square Error (RMSE), Mean Square Error (MSE), and Mean Absolute Error (MAE). Further, a model interpretation by employing SHapley Additive exPlanations (SHAP) framework to show the impact of each feature in the forecasting output. Based on the SHAP, the lag electricity price EP(t-1) impacts the forecast result most, followed by EP(t-2) and time stamp, respectively. Finally, the results show that hybrid models performed better than single ones, where the LR-CatBoost model surpassed other models and attained 7.94 and 10.49, which are the lowest values of MAE and RMSE respectively. Moreover, the kNN and SVM models performed poorly, achieving the highest RMSE values of 12.88 and 12.39, respectively.","","979-8-3503-3211-7","10.1109/GlobConHT56829.2023.10087707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087707","Machine learning;electricity price forecasting;XGBoost;CatBoost;time series;hybrid models","Support vector machines;Measurement;Renewable energy sources;Hydrogen;Machine learning;Mean square error methods;Predictive models","learning (artificial intelligence);mean square error methods;power engineering computing;power markets;pricing;regression analysis;support vector machines","electricity price one day;forecast result;forecasting output;hybrid models;interpretable hybrid Machine learning models;lag electricity price EP;LR-CatBoost model;MAE;Mean Absolute Error;model interpretation;Nord Pool spot electricity market;performance metrics;Root Mean Square Error;SHAP;SHapley Additive exPlanations framework;single ones;term electricity price forecasting","","","","28","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"A Time Series Regression-based Model for Predicting the Spread of Dengue Disease","M. D. Waseem; A. Nawaz; U. Rasheed; A. Raza; M. O. Albarka","Department of Information Systems and Security, College of Information Technology, Al Ain University, United Arab Emirates; Department of Information Systems and Security, College of Information Technology, Al Ain University, United Arab Emirates; College of Electrical and Mechanical Engineering, National University of Science and Technology, Rawapindi, Pakistan; Department of Information Systems and Security, College of Information Technology, Al Ain University, United Arab Emirates; Department of Information Systems and Security, College of Information Technology, Al Ain University, United Arab Emirates","2023 International Conference on Robotics and Automation in Industry (ICRAI)","6 Apr 2023","2023","","","1","6","Dengue is a viral disease, spread by the mosquito species Aedes aegypti. According to WHO, every year 100-400 million cases of dengue infection are reported worldwide. Dengue mosquito inhibits in tropical regions and proliferates in wet climate conditions. Since it is impossible to clean those regions from the mosquito completely, therefore an analysis of the relationship between different climatic factors and dengue spread is important to forecast the number of cases ahead so that precautionary measures can be taken beforehand to minimize the disease spread. Specifically, to predict the spread we employed two prominent time series models i.e. SARIMA and SARIMAX on the publicly available DengAI dataset. The performance of the models is evaluated by using Mean Absolute Error (MAE), achieving MAE scores of 27.39 and 25.52 on SARIMA and SARIMAX respectively, which reveals that our proposed methodology outperformed other existing machine learning methods.","2831-3313","978-1-6654-6472-7","10.1109/ICRAI57502.2023.10089545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089545","Machine Learning;Prediction;Dengue;Time Series Analysis","Industries;Machine learning algorithms;Time series analysis;Machine learning;Medical services;Predictive models;Prediction algorithms","autoregressive moving average processes;diseases;forecasting theory;learning (artificial intelligence);medical computing;regression analysis;time series","Aedes aegypti;climatic factors;DengAI dataset;dengue disease spread prediction;dengue infection;dengue mosquito;machine learning;MAE scores;mean absolute error;mosquito species;precautionary measures;SARIMAX;time series regression-based model;tropical regions;viral disease;wet climate conditions;WHO","","","","17","IEEE","6 Apr 2023","","","IEEE","IEEE Conferences"
"A Global Modeling Framework for Load Forecasting in Distribution Networks","M. Grabner; Y. Wang; Q. Wen; B. Blažič; V. Štruc","Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia; Department of Electrical and Electronic Engineering, The University of Hong Kong, Hong Kong, China; DAMO Academy, Alibaba Group (U.S.) Inc, Bellevue, WA, USA; Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia; Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia","IEEE Transactions on Smart Grid","","2023","PP","99","1","1","With the increasing numbers of smart meter installations, scalable and efficient load forecasting techniques are critically needed to ensure sustainable situation awareness within the distribution networks. Distribution networks include a large amount of different loads at various aggregation levels, such as individual consumers, low-voltage feeders, and transformer stations. It is impractical to develop individual (or so-called local) forecasting models for each load separately. Additionally, such local models also (i) (largely) ignore the strong dependencies between different loads that might be present due to their spatial proximity and the characteristics of the distribution network, (ii) require historical data for each load to be able to make forecasts, and (iii) are incapable of adjusting to changes in the load behavior without retraining. To address these issues, we propose a global modeling framework for load forecasting in distribution networks that, unlike its local competitors, relies on a single global model to generate forecasts for a large number of loads. The global nature of the framework, significantly reduces the computational burden typically required when training multiple local forecasting models, efficiently exploits the cross-series information shared among different loads, and facilitates forecasts even when historical data for a load is missing or the behavior of a load evolves over time. To further improve on the performance of the proposed framework, an unsupervised localization mechanism and optimal ensemble construction strategy are also proposed to localize/personalize the global forecasting model to different load characteristics. Our experimental results show that the proposed framework outperforms naive benchmarks by more than 25% (in terms of Mean Absolute Error) on real-world dataset while exhibiting highly desirable characteristics when compared to the local models that are predominantly used in the literature. All source code and data are made publicly available to enable reproducibility: https://github.com/mihagrabner/GlobalModelingFramework.","1949-3061","","10.1109/TSG.2023.3264525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092804","Load forecasting;smart meter;global model;distribution networks;deep learning","Predictive models;Load modeling;Forecasting;Time series analysis;Data models;Load forecasting;Distribution networks","","","","","","","CCBY","5 Apr 2023","","","IEEE","IEEE Early Access Articles"
"Effect of Climate Change using Predictive Models with Remote Sensing Data","M. S. Bhumika; N. Momaya; R. Nandan; K. Suhas; S. Tripathi","PES University, Bangalore; PES University, Bangalore; PES University, Bangalore; PES University, Bangalore; PES University, Bangalore","2023 19th IEEE International Colloquium on Signal Processing & Its Applications (CSPA)","5 Apr 2023","2023","","","201","206","Human-induced climate change is causing unpredictable changes around the world to global economies and people’s way of living. We present a study undertaken on the prediction of three parameters that quantify climatic change, namely Land Surface Temperature, Carbon Monoxide, and Precipitation. Since the three parameters are essentially non stationary in nature, the differencing method has been looked at to fine-tune the output of the prediction models. The two seasonal autoregressive models chosen for the study are Seasonal Auto Regressive Integrated Moving Average (SARIMA) and TBATS, due to non-stationarity of the data. The focus is to predict climate change using predictive models for Indian sub-continent. Region-wise dataset was extracted from Google earth engine using a reducer function. A comparison of the forecasting models using root mean square error and mean absolute scaled error suggests that SARIMA performs better in the case of Land Surface Temperature and Precipitation whereas TBATS performs better for Carbon Monoxide Concentration.","","978-1-6654-7692-8","10.1109/CSPA57446.2023.10087637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087637","climate change;auto-regressive;non-stationarity","Temperature sensors;Climate change;Precipitation;Biological system modeling;Land surface;Predictive models;Land surface temperature","autoregressive moving average processes;autoregressive processes;forecasting theory;geophysical image processing;land surface temperature;mean square error methods;regression analysis;remote sensing;time series","climate change;essentially nonstationary;forecasting models;Land Surface Temperature;prediction models;predictive models;quantify climatic change;remote sensing data;Seasonal Auto Regressive Integrated Moving Average;seasonal autoregressive models;unpredictable changes","","","","9","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"Lion Swarm Optimization with Deep Learning Driven Predictive Model on Blockchain Financial Product Return Rates","P. Sudha; J. Jegathesh Amalraj; M. Sivakumar","Department of Computer Applications, V.V. Vanniaperumal College for Women, Virudhunagar, Tamilnadu, India; Department of Computer Science, Government Arts and Science College, Cuddalore, Tamilnadu, India; Department of Mathematics, Government Arts and Science College, Cuddalore, Tamilnadu, India","2023 Second International Conference on Electronics and Renewable Systems (ICEARS)","5 Apr 2023","2023","","","1076","1080","Recently, financial globalization is an extremely improved in distinct manners for enhancing service quality with advanced resources. An effectual application of bitcoin Blockchain (BC) approaches allows the shareholders to be concern regarding the risk and return of financial product. The shareholders mainly concentrate on the predictive of risk and return rates of financial product. Thus, an automated return rate bitcoin predictive method develops vital for BC financial product (FP). A newly planned machine learning (ML) and deep learning (DL) techniques offers a way for the return rate predictor systems. This work designs a Lion Swarm Optimization with Deep Learning Driven Predictive Model on Blockchain Financial Product Return Rates (LSODL-BFPRR) technique. The projected LSODL-BFPRR technique lies in the effectual forecasting of return rates in the BC financial sector. In the presented LSODL-BFPRR technique, stacked bidirectional gated recurrent unit (SBiGRU) approach was exploited for return rate classification. To modify the hyperparameters based on the SBiGRU approach, the LSO algorithm is used. The LSODL- BFPRR technique exploits Ethereum (ETH) return rate as the target. The experimental outcomes of the LSODL-BFPRR technique are tested using a series of simulations and the results demonstrate the effectual predicting results of the LSODL-BFPRR technique over other ones.","","979-8-3503-4664-0","10.1109/ICEARS56392.2023.10085579","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10085579","Blockchain;FP;Return rate prediction;Machine learning;Deep learning","Deep learning;Renewable energy sources;Globalization;Bitcoin;Predictive models;Logic gates;Prediction algorithms","blockchains;cryptocurrencies;deep learning (artificial intelligence);financial data processing;learning (artificial intelligence);particle swarm optimisation;recurrent neural nets;regression analysis;time series","automated return rate bitcoin predictive method;BC financial product;BC financial sector;bitcoin Blockchain;Blockchain Financial Product Return Rates technique;Deep Learning Driven Predictive Model;effectual predicting results;Ethereum return rate;financial globalization;Lion Swarm Optimization;LSODL- BFPRR technique;presented LSODL-BFPRR technique;projected LSODL-BFPRR technique;return rate classification;return rate predictor systems;shareholders","","1","","19","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"Risk Assessment Using Information Entropy","P. Franklin",McKissack and McKissack,"2023 Annual Reliability and Maintainability Symposium (RAMS)","5 Apr 2023","2023","","","1","4","SUMMARY & CONCLUSIONSRisk assessment, particularly when using simulations, requires that the analyst develops estimates of expected, low, and high values for inputs. Mean and standard deviation are often used to assess the variability of metrics, assuming that the underlying distribution is normal. However, it is increasingly realized that non-normal distributions are common and important. If data are available, it is simple and straightforward to check this assumption by computing higher order moments.Claude Shannon [1], [2] proposed that the information entropy for a set of N discrete events can be measured by\begin{equation*}H = - \Sigma {p_i}\ln {p_i}\tag{1}\end{equation*}E. T. Jaynes [3] proposed that, if data is available, information entropy can be maximized using Lagrangian multipliers and that the resulting probability distribution maximizes the uncertainty of that distribution given the data.In order to use entropy maximization, it is required to define constraints such that Σpi = 1, plus constraints on the mean, variance, skew, kurtosis, and other moments. This problem does not have a closed form solution but can be solved iteratively in a spreadsheet.The problem can be set up as follows for mean $\bar x$ and variance s2:\begin{equation*} \begin{array}{l} H = - \Sigma \left({{p_i}\ln {p_i}}\right) + {\lambda _0}\left({\Sigma {p_i} - 1}\right) + {\lambda _1}\Sigma \left({{p_i}{x_i} - \bar x}\right) + \\ {\lambda _2}\Sigma \left[ {{p_i}{{\left({{x_i} - \bar x}\right)}^2} - {s^2}} \right] \\ \end{array} \tag{2}\end{equation*}This basic formulation models the normal distribution. The importance of non-normality can be estimated by adding higher order moments as desired. For n ≥ 3, constraints can be added using:\begin{equation*}{\lambda _n}\Sigma \left[ {{p_i}{{\left({\frac{{{x_i} - \bar x}}{s}}\right)}^n} - {M_n}} \right],\end{equation*}where Mn is the computed nth moment of the data set.Differentiating ∂H/∂pi = 0 maximizes information entropy, and the resulting probability distribution has the most uncertainty given the observed data.This suggests that it is possible to develop an estimate of the distribution where some values are underrepresented in the sample. It further suggests that unusual or atypical results can be better estimated.This paper uses the method of maximizing entropy to model observed data and will study two time series applications. One problem of interest is sequential acquisition of data. For example, time to failure for a device may be a metric of concern. A maximum entropy model provides an empirical estimate of the distribution of this metric. A second problem of interest is forecasting the distribution of a metric at some point in the future. This applies to supply chain management. Project sponsors prepare cost and schedule estimates well in advance of placing the orders for the materials used in those projects. Management reserves for cost and schedule are typically set by subject matter experts, and recent experience (e.g., supply chain disruptions due to the COVID19 pandemic) may overemphasize current data when developing risk assessments. This approach offers a datadriven way to empirically develop risk assessments.","2577-0993","978-1-6654-6053-8","10.1109/RAMS51473.2023.10088238","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088238","Risk Assessment;Information Entropy;Maximum Entropy","Measurement;Schedules;Uncertainty;Costs;Time series analysis;Supply chains;Entropy","maximum entropy methods;normal distribution;optimisation;probability;project management;risk management;supply chain management;time series","Claude Shannon;closed form solution;cost;define constraint;entropy maximization;higher order moments;information entropy;Lagrangian multipliers;management reserves;maximum entropy model;mean deviation;N discrete events;normal distribution;probability distribution;risk assessment;sequential acquisition;standard deviation;supply chain management;time series","","","","5","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"Multi-sensor Corrosion Growth Modeling with Latent Variables Using Hierarchical Clustering and Vector Autoregression Model","A. A. Alqarni; P. K. Huynh; O. P. Yadav; T. Q. Le; Y. Huang",North Dakota State University; University of South Florida; North Carolina A&T State University; University of South Florida; North Dakota State University,"2023 Annual Reliability and Maintainability Symposium (RAMS)","5 Apr 2023","2023","","","1","6","SUMMARY & CONCLUSIONSModeling corrosion growth for complex systems such as the oil refinery system is a major challenge since the corrosion process of oil and gas pipelines are inherently stochastic and depends on many factors including exposures to environmental conditions, operating conditions, and electrochemical reactions. Moreover, the number of sensors is usually limited, and sensor data are incomplete and scattering, which hinders the capability of capturing the corrosion growth behaviors. Therefore, this paper proposes Multi-sensor Corrosion Growth Model with Latent Variables to predict the corrosion growth process in oil refinery piping. The proposed model is a combination of the hierarchical clustering algorithm and the vector autoregression (VAR) model. The clustering algorithm aims to find the hidden (i.e., latent) data clusters of the measured time series data, from which the time series from the same cluster will be included in the VAR model to predict the corrosion depth from multiple sensors. The model can capture the relationship between sensor time series data and identify latent variables. A real case study of an oil refinery system, in which in-line inspection (ILI) data were collected, was utilized to validate model. Regarding corrosion growth prediction, the paper compared the prediction accuracy of VAR model with other three forms of power law model, which is widely accepted to expect the time-dependent depth of corrosion such as power function (PF), PF with initiation time of corrosion (PFIT), and PF with initiation time of corrosion and covariates (PFCOV). The results showed that VAR model has the lowest prediction error based on the mean absolute percentage error (MAPE) evaluation for test data. Finally, the proposed model is believed to be useful for dealing with a complex system that has a variety of corrosion growth behaviors, such as the oil refinery system, as well as it can be applied in other real-time applications.","2577-0993","978-1-6654-6053-8","10.1109/RAMS51473.2023.10088257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088257","corrosion growth models;clustering;oil refinery;time-series forecasting;latent variables","Reactive power;Corrosion;Time series analysis;Clustering algorithms;Predictive models;Prediction algorithms;Data models","autoregressive processes;corrosion;gas industry;inspection;mechanical engineering computing;pattern clustering;petroleum industry;pipelines;sensor fusion;time series","corrosion growth behaviors;corrosion growth prediction;corrosion growth process;corrosion process;environmental conditions;hierarchical clustering algorithm;ILIdata;in-line inspection data;latent variables;MAPE evaluation;mean absolute percentage error evaluation;multiple sensors;multisensor corrosion growth modeling;oil refinery piping;oil refinery system;oil-gas pipelines;PFCOV;power function;power law model;sensor data;sensor time series data;VAR model;vector autoregression model","","","","25","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"A Physics-informed Latent Variables of Corrosion Growth in Oil and Gas Pipelines","P. K. Huynh; A. A. Alqarni; O. P. Yadav; T. Q. Le",University of South Florida; North Dakota State University; North Carolina A&T State University; University of South Florida,"2023 Annual Reliability and Maintainability Symposium (RAMS)","5 Apr 2023","2023","","","1","7","Summary & ConclusionsCorrosion defect in oil and gas pipelines is the major risk factor that threatens the structural integrity of buried pipelines. Pipeline corrosion management which typically requires high-resolution inline inspections (ILI) to characterize the corrosion growth process is an important task to assess the corrosion defects. However, the corrosion process is inherently stochastic, temporal-spatial dependent, and driven by various hidden physics-related variables. In the literature, the growth of corrosion defects in pipelines is usually modeled by various stochastic processes imposing many unjustified assumptions about the mean growth path and probability distribution of the corrosion rate. In this paper, we proposed a physics-informed latent variable corrosion growth model that integrates the known physics from complex processes into modeling the relations between observable and latent variables and the actual stochastic process that generate the corrosion time series data. The proposed method consists of 3 main steps. Firstly, the latent and observed variable relations and the underlying stochastic processes governing the corrosion process were modelled by physics-informed regression models. The latent groupings that give rise to the observed time series were identified by using the agglomerative hierarchical clustering method. Finally, the prediction algorithm based on the learned physic-informed regression model was proposed to forecast the process progression. We validated the model by a case study on a simulated corrosion process in oil and gas pipelines, in which both latent variables and ILI data were sampled from predefined distributions. The results indicated that the model could predict the growth of corrosion defects and capture the variance of the stochastic processes demonstrated by the low mean absolute percentage errors (MAPE) of 3.0082%, 3.9532%, and 3.6831%, which corresponds to the three corrosion growth processes causes by three types of soil. The proposed model can be used to facilitate the development of reliability models and corrosion management.","2577-0993","978-1-6654-6053-8","10.1109/RAMS51473.2023.10088241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10088241","physics-informed corrosion growth model;latent variable model for time series;oil and gas pipelines","Corrosion;Oils;Pipelines;Time series analysis;Stochastic processes;Predictive models;Soil","corrosion;inspection;pattern clustering;pipelines;probability;regression analysis;reliability;stochastic processes;time series","actual stochastic process;buried pipelines;complex processes;corrosion defect;corrosion growth process;corrosion rate;corrosion time series data;gas pipelines;hidden physics-related variables;learned physic-informed regression model;mean growth path;physics-informed latent variable corrosion growth model;physics-informed latent variables;physics-informed regression models;pipeline corrosion management;probability distribution;process progression;simulated corrosion process;underlying stochastic processes;variable relations","","","","36","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"Short-Term Forecasting of Wind Turbine-Generated Power in the Presence Of Actuator Fault","H. Habibzadeh; B. M. Javidi; S. Motarabbesoun; M. Dinparast; H. Kharrati","Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran","2023 8th International Conference on Technology and Energy Management (ICTEM)","4 Apr 2023","2023","","","1","6","Electric load forecasting (LF) for optimal usage of renewable energy sources and battery energy storage systems (BESS) plays a crucial role in Energy Management Systems (EMS). In this investigation, wind speed and generated power of wind turbines (PWT) historical data is used to predict the future amounts of PWT. It should be noted that the use of conventional methods which only use wind speed prediction to calculate the generated power, due to the presence of actuator faults, sudden changes in weather conditions, various disturbances, and other factors may lead to errors in the predictions. So, in this paper, the time-series method is used to merge the history of PWT with weather factors, instead of just wind speed data, to achieve precise estimations. Simulation results show the proposed method's efficiency and accuracy by applying it to a real dataset.","","978-1-6654-5285-4","10.1109/ICTEM56862.2023.10084233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10084233","energy management system;power forecasting;wind turbine;renewable energy;MLP Neural Network","Actuators;Wind speed;Neural networks;Time series analysis;Wind power generation;Wind turbines;History","battery storage plants;energy management systems;energy storage;load forecasting;power generation control;time series;wind power plants;wind turbines","actuator fault;battery energy storage systems;electric load forecasting;energy management systems;optimal usage;renewable energy sources;speed data;term forecasting;time-series method;weather conditions;weather factors;wind speed prediction;wind turbine-generated power;wind turbines historical data","","","","15","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"Load and generation time series for German federal states: Static vs. dynamic regionalization factors","M. Sundblad; T. Fürmann; A. Weidlich; M. Schäfer","Department of Sustainable Systems Engineering (INATECH), University of Freiburg, Freiburg, Germany; Department of Sustainable Systems Engineering (INATECH), University of Freiburg, Freiburg, Germany; Department of Sustainable Systems Engineering (INATECH), University of Freiburg, Freiburg, Germany; Department of Sustainable Systems Engineering (INATECH), University of Freiburg, Freiburg, Germany","2023 Open Source Modelling and Simulation of Energy Systems (OSMSES)","4 Apr 2023","2023","","","1","6","Electricity generation and demand time series often are only available on a national scale. In this contribution, we de-rive regionalization factors to allocate publicly available national generation and demand time series for Germany to the federal-state level. We compare two different types of regionalization approaches: Static factors are based on the regional distribution of capacities or population and GPD, whereas dynamic factors take plant-specific generation time series, regionally resolved weather patterns or compositions of different load profiles into account. We observe that dynamic regionalization factors show significant temporal variability, emphasizing the limitations of static regionalization factors for a spatio-temporally more de-tailed representation of power system time series.","","979-8-3503-1122-8","10.1109/OSMSES58477.2023.10089686","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089686","energy system data;regionalization factors;generation time series;load time series","Renewable energy sources;Time series analysis;Power system dynamics;Sociology;Data processing;Data models;Load modeling","load forecasting;load monitoring;time series","demand time series;dynamic regionalization factor;electricity generation;generation time series;German federal states;GPD;load profiles;power system time series;static regionalization factor","","","","27","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"Segmentation and Clustering of Time Series Data","S. Tiwari","Department of Electrical Engineering, Southern Taiwan University of Science and Technology, Yung Kang District, Tainan City, Taiwan Republic of China","2023 International Conference for Advancement in Technology (ICONAT)","3 Apr 2023","2023","","","1","6","Analyzing time series data had attracted a great deal of interest. To study the basic mechanisms, recognize and measure patterns, decide things, and forecast the upcoming, several ways have also been created to comprehend the insights from the data and get important statistics. The objective of both machine learning as well as representation is information extraction from data. To get the greatest out of equal people and computers, it would be ideal if effective machine learning algorithms (grouping and segmentation) could be integrated into communication platforms. This analysis is also helpful for forecasting electricity load and wind energy. This study aims to define the key ideas behind time series data clusters or classification methods.","","978-1-6654-7517-4","10.1109/ICONAT57137.2023.10080820","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10080820","Classification;time series data;clustering;methodology","Machine learning algorithms;Costs;Correlation;Wind energy;Clustering methods;Time series analysis;Machine learning","learning (artificial intelligence);load forecasting;pattern clustering;power engineering computing;time series","analyzing time series data;effective machine learning algorithms;equal people;important statistics;information extraction;segmentation;several ways;time series data clusters;upcoming ways","","","","46","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
