Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Point and interval prediction of crude oil futures prices based on chaos theory and multiobjective slime mold algorithm","Annals of Operations Research","","","","10.1007/s10479-022-04781-6","Weixin SunHeli ChenFeng LiuYong Wang","2022","http://link.springer.com/article/10.1007/s10479-022-04781-6","Article"
"A hybrid prediction model for forecasting wind energy resources","Environmental Science and Pollution Research","","27","16","10.1007/s11356-020-08452-6","Yagang ZhangGuifang Pan","2020","http://link.springer.com/article/10.1007/s11356-020-08452-6","Article"
"Assessment and forecasting spatial pattern changes of dust and wind speed using ARIMA and ANNs model in Helmand Basin, Iran","Journal of Earth System Science","","130","2","10.1007/s12040-021-01613-2","Fatemeh DargahianMahdi Doostkamian","2021","http://link.springer.com/article/10.1007/s12040-021-01613-2","Article"
"An Optimal Model based on Multifactors for Container Throughput Forecasting","KSCE Journal of Civil Engineering","","23","9","10.1007/s12205-019-2446-3","Shuang TangSudong XuJianwen Gao","2019","http://link.springer.com/article/10.1007/s12205-019-2446-3","Article"
"SIF-DWTRL: solar irradiation forecasting using discrete wavelet transform and regression learning","Energy Systems","","","","10.1007/s12667-023-00585-0","R. S. BaghelA. K. GoshY. PatidarT. GangakhedkarA. Panchal","2023","http://link.springer.com/article/10.1007/s12667-023-00585-0","Article"
"Forecasting stock returns based on information transmission across global markets using support vector machines","Neural Computing and Applications","","27","4","10.1007/s00521-015-1897-9","M. ThenmozhiG. Sarath Chand","2016","http://link.springer.com/article/10.1007/s00521-015-1897-9","Article"
"Time series modeling and filtering method of electric power load stochastic noise","Protection and Control of Modern Power Systems","","2","1","10.1186/s41601-017-0059-8","Li HuangYongbiao YangHonglei ZhaoXudong WangHongjuan Zheng","2017","http://link.springer.com/article/10.1186/s41601-017-0059-8","Article"
"Estimating potential reference evapotranspiration using time series models (case study: synoptic station of Tabriz in northwestern Iran)","Applied Water Science","","12","9","10.1007/s13201-022-01736-x","Jahangir Abedi-KoupaiMohammad-Mahdi DorafshanAli JavadiKaveh Ostad-Ali-Askari","2022","http://link.springer.com/article/10.1007/s13201-022-01736-x","Article"
"Using improved gradient-boosted decision tree algorithm based on Kalman filter (GBDT-KF) in time series prediction","The Journal of Supercomputing","","76","9","10.1007/s11227-019-03130-y","Ling LiSida DaiZhiwei CaoJinghui HongShu JiangKunmeng Yang","2020","http://link.springer.com/article/10.1007/s11227-019-03130-y","Article"
"Graph neural networks for multivariate time series regression with application to seismic data","International Journal of Data Science and Analytics","","16","3","10.1007/s41060-022-00349-6","Stefan BloemheuvelJurgen van den HoogenDario JozinovićAlberto MicheliniMartin Atzmueller","2023","http://link.springer.com/article/10.1007/s41060-022-00349-6","Article"
"Comparison of hybrid machine learning model for the analysis of black carbon in air around the major coal mines of India","Neural Computing and Applications","","35","4","10.1007/s00521-022-07909-8","Sidhu Jitendra Singh MakkhanSarbjit SinghKulwinder Singh ParmarSachin KaushalKirti Soni","2023","http://link.springer.com/article/10.1007/s00521-022-07909-8","Article"
"Controlling non-stationarity and periodicities in time series generation using conditional invertible neural networks","Applied Intelligence","","53","8","10.1007/s10489-022-03742-7","Benedikt HeidrichMarian TurowskiKaleb PhippsKai SchmiederWolfgang SüßRalf MikutVeit Hagenmeyer","2023","http://link.springer.com/article/10.1007/s10489-022-03742-7","Article"
"Intelligent sales volume forecasting using Google search engine data","Soft Computing","","24","3","10.1007/s00500-019-04036-w","Fong-Ching YuanChao-Hui Lee","2020","http://link.springer.com/article/10.1007/s00500-019-04036-w","Article"
"Exploring interval implicitization in real-valued time series classification and its applications","The Journal of Supercomputing","","79","3","10.1007/s11227-022-04792-x","Zhifu TaoBingxin YaoJiaming Zhu","2023","http://link.springer.com/article/10.1007/s11227-022-04792-x","Article"
"Adaptive wavelet transform model for time series data prediction","Soft Computing","","24","8","10.1007/s00500-019-04400-w","Xin LiuHui LiuQiang GuoCaiming Zhang","2020","http://link.springer.com/article/10.1007/s00500-019-04400-w","Article"
"Problems in Analyzing Time Series with Gaps and Their Solution with the WinABD Software Package","Izvestiya, Atmospheric and Oceanic Physics","","53","7","10.1134/S0001433817070027","A. V. DesherevskiiV. I. ZhuravlevA. N. NikolskyA. Ya. Sidorin","2017","http://link.springer.com/article/10.1134/S0001433817070027","Article"
"Predicting and Forecasting Mine Water Parameters Using a Hybrid Intelligent System","Water Resources Management","","36","8","10.1007/s11269-022-03177-2","Kagiso Samuel MoreChristian Wolkersdorfer","2022","http://link.springer.com/article/10.1007/s11269-022-03177-2","Article"
"A novel hybrid model based on weather variables relationships improving applied for wind speed forecasting","International Journal of Energy and Environmental Engineering","","13","1","10.1007/s40095-021-00408-x","Hervice Roméo Fogno FotsoClaude Vidal Aloyem KazéGermaine Djuidje Kenmoé","2022","http://link.springer.com/article/10.1007/s40095-021-00408-x","Article"
"The evaluation of preventive and control measures on congenital syphilis in Guangdong Province, China: a time series modeling study","Infection","","50","5","10.1007/s15010-022-01791-1","XiJia TangWen ChenShang Qing TangPei Zhen ZhaoLi LingCheng Wang","2022","http://link.springer.com/article/10.1007/s15010-022-01791-1","Article"
"A data-driven method to predict future bottlenecks in a remanufacturing system with multi-variant uncertainties","Journal of Central South University","","29","1","10.1007/s11771-022-4906-z","Zheng Xue 薛政Tao Li 李涛Shi-tong Peng 彭世通Chao-yong Zhang 张超勇Hong-chao Zhang 张洪潮","2022","http://link.springer.com/article/10.1007/s11771-022-4906-z","Article"
"An optimized SVM-k-NN currency exchange forecasting model for Indian currency market","Neural Computing and Applications","","31","7","10.1007/s00521-017-3248-5","Rudra Kalyan NayakDebahuti MishraAmiya Kumar Rath","2019","http://link.springer.com/article/10.1007/s00521-017-3248-5","Article"
"Fuzzy time-series prediction model based on text features and network features","Neural Computing and Applications","","35","5","10.1007/s00521-021-05834-w","Zeguang LiuYao LiHuilin Liu","2023","http://link.springer.com/article/10.1007/s00521-021-05834-w","Article"
"Nonlinear autoregressive neural networks with external inputs for forecasting of typhoon inundation level","Environmental Monitoring and Assessment","","189","8","10.1007/s10661-017-6100-6","Huei-Tau Ouyang","2017","http://link.springer.com/article/10.1007/s10661-017-6100-6","Article"
"Ability Assessment of the Stationary and Cyclostationary Time Series Models to Predict Drought Indices","Water Resources Management","","34","15","10.1007/s11269-020-02710-5","Abdol Rassoul ZareiMohammad Reza Mahmoudi","2020","http://link.springer.com/article/10.1007/s11269-020-02710-5","Article"
"Investigating the critical influencing factors of snowmelt runoff and development of a mid-long term snowmelt runoff forecasting","Journal of Geographical Sciences","","33","6","10.1007/s11442-023-2131-9","Hongling ZhaoHongyan LiYunqing XuanShanshan BaoYangzong CidanYingying LiuChanghai LiMeichu Yao","2023","http://link.springer.com/article/10.1007/s11442-023-2131-9","Article"
"Intervention analysis of the impact of opening a new railway line on passenger ridership in Seoul","KSCE Journal of Civil Engineering","","20","6","10.1007/s12205-015-1190-6","Man Sik ParkJin Ki EomTae-Young HeoJiyoung Song","2016","http://link.springer.com/article/10.1007/s12205-015-1190-6","Article"
"A novel grey forecasting model and its application in forecasting the energy consumption in Shanghai","Energy Systems","","12","2","10.1007/s12667-019-00344-0","Kai LiTao Zhang","2021","http://link.springer.com/article/10.1007/s12667-019-00344-0","Article"
"Comparing the performance of time series models with or without meteorological factors in predicting incident pulmonary tuberculosis in eastern China","Infectious Diseases of Poverty","","9","1","10.1186/s40249-020-00771-7","Zhong-Qi LiHong-Qiu PanQiao LiuHuan SongJian-Ming Wang","2020","http://link.springer.com/article/10.1186/s40249-020-00771-7","Article"
"Gaussian process regression-based forecasting model of dam deformation","Neural Computing and Applications","","31","12","10.1007/s00521-019-04375-7","Chaoning LinTongchun LiSiyu ChenXiaoqing LiuChuan LinSiling Liang","2019","http://link.springer.com/article/10.1007/s00521-019-04375-7","Article"
"Dynamics identification and forecasting of COVID-19 by switching Kalman filters","Computational Mechanics","","66","5","10.1007/s00466-020-01911-4","Xiaoshu ZengRoger Ghanem","2020","http://link.springer.com/article/10.1007/s00466-020-01911-4","Article"
"On the measurement and treatment of extremes in time series","Extremes","","19","3","10.1007/s10687-016-0254-4","Tucker McElroy","2016","http://link.springer.com/article/10.1007/s10687-016-0254-4","Article"
"Estimating the COVID-19 prevalence and mortality using a novel data-driven hybrid model based on ensemble empirical mode decomposition","Scientific Reports","","11","1","10.1038/s41598-021-00948-6","Yongbin WangChunjie XuSanqiao YaoLei WangYingzheng ZhaoJingchao RenYuchun Li","2021","http://link.springer.com/article/10.1038/s41598-021-00948-6","Article"
"Ecosystem on the Web: non-linear mining and forecasting of co-evolving online activities","World Wide Web","","20","3","10.1007/s11280-016-0389-x","Yasuko MatsubaraYasushi SakuraiChristos Faloutsos","2017","http://link.springer.com/article/10.1007/s11280-016-0389-x","Article"
"STGHTN: Spatial-temporal gated hybrid transformer network for traffic flow forecasting","Applied Intelligence","","53","10","10.1007/s10489-022-04122-x","Jiansong LiuYan KangHao LiHaining WangXuekun Yang","2023","http://link.springer.com/article/10.1007/s10489-022-04122-x","Article"
"Bubbling Away: Forecasting Real Estate Prices, Rents, and Bubbles in a Transition Economy","Comparative Economic Studies","","63","2","10.1057/s41294-020-00138-9","Galina AnCharles BeckerEnoch Cheng","2021","http://link.springer.com/article/10.1057/s41294-020-00138-9","Article"
"A hybrid grid-GA-based LSSVR learning paradigm for crude oil price forecasting","Neural Computing and Applications","","27","8","10.1007/s00521-015-1999-4","Lean YuWei DaiLing TangJiaqian Wu","2016","http://link.springer.com/article/10.1007/s00521-015-1999-4","Article"
"A time series processing chain for geological disasters based on a GPU-assisted sentinel-1 InSAR processor","Natural Hazards","","111","1","10.1007/s11069-021-05079-9","Yongsheng LiWenliang JiangJingfa Zhang","2022","http://link.springer.com/article/10.1007/s11069-021-05079-9","Article"
"Load forecasting using 24 solar terms","Journal of Modern Power Systems and Clean Energy","","6","2","10.1007/s40565-017-0374-0","Jingrui XIETao HONG","2018","http://link.springer.com/article/10.1007/s40565-017-0374-0","Article"
"Forecasting PM2.5 concentrations using statistical modeling for Bengaluru and Delhi regions","Environmental Monitoring and Assessment","","195","4","10.1007/s10661-023-11045-8","Akash AgarwalManoranjan Sahu","2023","http://link.springer.com/article/10.1007/s10661-023-11045-8","Article"
"A Survey on Global Management View: Toward Combining System Monitoring, Resource Management, and Load Prediction","Journal of Grid Computing","","17","3","10.1007/s10723-018-09471-x","Rodrigo da Rosa RighiMatheus LehmannMarcio Miguel GomesJeferson Campos NobreCristiano André da CostaSandro José RigoMarcio LenaRodrigo Fraga MohrLuiz Ricardo Bertoldi de Oliveira","2019","http://link.springer.com/article/10.1007/s10723-018-09471-x","Article"
"Improved Social Emotion Optimization Algorithm for Short-Term Traffic Flow Forecasting Based on Back-Propagation Neural Network","Journal of Shanghai Jiaotong University (Science)","","24","2","10.1007/s12204-019-2055-9","Jun Zhang 张军Shenwei Zhao 赵申卫Yuanqiang Wang 王远强Xinshan Zhu 朱新山","2019","http://link.springer.com/article/10.1007/s12204-019-2055-9","Article"
"A Spreadsheet-Based Short Time Forecasting Method for the COVID-19 Pandemic","Transactions of the Indian National Academy of Engineering","","7","1","10.1007/s41403-021-00260-9","Ritam PalSourav SarkarAchintya Mukhopadhyay","2022","http://link.springer.com/article/10.1007/s41403-021-00260-9","Article"
"The impact of social influence in Australian real estate: market forecasting with a spatial agent-based model","Journal of Economic Interaction and Coordination","","18","1","10.1007/s11403-021-00324-7","Benjamin Patrick EvansKirill GlavatskiyMichael S. HarréMikhail Prokopenko","2023","http://link.springer.com/article/10.1007/s11403-021-00324-7","Article"
"Price of robustness optimization through demand forecasting with an application to waste management","Soft Computing","","27","18","10.1007/s00500-022-07148-y","Claudio GentileDiego Maria PintoGiuseppe Stecca","2023","http://link.springer.com/article/10.1007/s00500-022-07148-y","Article"
"Forecasting incidence of infectious diarrhea using random forest in Jiangsu Province, China","BMC Infectious Diseases","","20","1","10.1186/s12879-020-4930-2","Xinyu FangWendong LiuJing AiMike HeYing WuYingying ShiWenqi ShenChangjun Bao","2020","http://link.springer.com/article/10.1186/s12879-020-4930-2","Article"
"Workload time series prediction in storage systems: a deep learning based approach","Cluster Computing","","26","1","10.1007/s10586-020-03214-y","Li RuanYu BaiShaoning LiShuibing HeLimin Xiao","2023","http://link.springer.com/article/10.1007/s10586-020-03214-y","Article"
"Prediction of vegetation dynamics using NDVI time series data and LSTM","Modeling Earth Systems and Environment","","4","1","10.1007/s40808-018-0431-3","D. Sushma ReddyP. Rama Chandra Prasad","2018","http://link.springer.com/article/10.1007/s40808-018-0431-3","Article"
"Application of gene expression programming for seasonal rainfall forecasting in Western Australia using potential climate indices","Climate Dynamics","","","","10.1007/s00382-023-06764-0","Farhana IslamMonzur Alam Imteaz","2023","http://link.springer.com/article/10.1007/s00382-023-06764-0","Article"
"Design of Methods for Long-Term Forecasting of Development Trends in the Russian Economy (Methodology and Model Toolkit)","Studies on Russian Economic Development","","31","6","10.1134/S107570072006012X","N. V. SuvorovS. V. TreshchinaYu. V. Beletskii","2020","http://link.springer.com/article/10.1134/S107570072006012X","Article"
"EpiViewer: an epidemiological application for exploring time series data","BMC Bioinformatics","","19","1","10.1186/s12859-018-2439-0","Swapna ThorveMandy L. WilsonBryan L. LewisSamarth SwarupAnil Kumar S. VullikantiMadhav V. Marathe","2018","http://link.springer.com/article/10.1186/s12859-018-2439-0","Article"
"ARIMA models for predicting the end of COVID-19 pandemic and the risk of second rebound","Neural Computing and Applications","","33","7","10.1007/s00521-020-05434-0","Zohair MalkiEl-Sayed AtlamAshraf EwisGuesh DagnewAhmad Reda AlzighaibiGhada ELmarhomyMostafa A. ElhosseiniAboul Ella HassanienIbrahim Gad","2021","http://link.springer.com/article/10.1007/s00521-020-05434-0","Article"
"Enhanced Gaussian process regression-based forecasting model for COVID-19 outbreak and significance of IoT for its detection","Applied Intelligence","","51","3","10.1007/s10489-020-01889-9","Shwet KetuPramod Kumar Mishra","2021","http://link.springer.com/article/10.1007/s10489-020-01889-9","Article"
"Adaptive hybrid machine learning model for forecasting the step-like displacement of reservoir colluvial landslides: a case study in the three Gorges reservoir area, China","Stochastic Environmental Research and Risk Assessment","","37","3","10.1007/s00477-022-02322-y","Li LinweiWu YipingHuang YepiaoLi BoMiao FashengDeng Ziqiang","2023","http://link.springer.com/article/10.1007/s00477-022-02322-y","Article"
"Data fusion combined with echo state network for multivariate time series prediction in complex electromechanical system","Computational and Applied Mathematics","","37","5","10.1007/s40314-018-0669-4","Yanjie LiangZhiyong GaoJianmin GaoRongxi WangHao Zhao","2018","http://link.springer.com/article/10.1007/s40314-018-0669-4","Article"
"A precise tidal prediction mechanism based on the combination of harmonic analysis and adaptive network-based fuzzy inference system model","Acta Oceanologica Sinica","","36","11","10.1007/s13131-017-1140-x","Zeguo ZhangJianchuan YinNini WangJiangqiang HuNing Wang","2017","http://link.springer.com/article/10.1007/s13131-017-1140-x","Article"
"Landslide displacement prediction based on optimized empirical mode decomposition and deep bidirectional long short-term memory network","Journal of Mountain Science","","20","3","10.1007/s11629-022-7638-5","Ming-yue ZhangYang HanPing YangCong-ling Wang","2023","http://link.springer.com/article/10.1007/s11629-022-7638-5","Article"
"Evaluation of the trends in the incidence of infectious diseases using the syndromic surveillance system, early warning and response unit, Mongolia, from 2009 to 2017: a retrospective descriptive multi-year analytical study","BMC Infectious Diseases","","19","1","10.1186/s12879-019-4362-z","Badral DavgasurenSuvdmaa NyamTsoggerel AltangerelOyunbileg IshdorjAmbaselmaa AmarjargalJun Yong Choi","2019","http://link.springer.com/article/10.1186/s12879-019-4362-z","Article"
"Reaching the malaria elimination goal in Brazil: a spatial analysis and time-series study","Infectious Diseases of Poverty","","11","1","10.1186/s40249-022-00945-5","Gabriel Zorello LaportaMaria Eugenia GrilletSheila Rodrigues RodovalhoEduardo MassadMaria Anice Mureb Sallum","2022","http://link.springer.com/article/10.1186/s40249-022-00945-5","Article"
"Some Basic Issues in Time Series Modelling","Journal of Quantitative Economics","","16","1","10.1007/s40953-018-0150-7","Bandi Kamaiah","2018","http://link.springer.com/article/10.1007/s40953-018-0150-7","Article"
"Non-parametric characterization of long-term rainfall time series","Meteorology and Atmospheric Physics","","131","3","10.1007/s00703-018-0592-7","Harinarayan TiwariBrij Kishor Pandey","2019","http://link.springer.com/article/10.1007/s00703-018-0592-7","Article"
"A machine-learning phase classification scheme for anomaly detection in signals with periodic characteristics","EURASIP Journal on Advances in Signal Processing","","2019","1","10.1186/s13634-019-0619-3","Lia AhrensJulian AhrensHans D. Schotten","2019","http://link.springer.com/article/10.1186/s13634-019-0619-3","Article"
"Comparisons of autoregressive integrated moving average (ARIMA) and long short term memory (LSTM) network models for ionospheric anomalies detection: a study on Haiti (Mw = 7.0) earthquake","Acta Geodaetica et Geophysica","","57","1","10.1007/s40328-021-00371-3","Mohd SaqibErman ŞentürkSanjeev Anand SahuMuhammad Arqim Adil","2022","http://link.springer.com/article/10.1007/s40328-021-00371-3","Article"
"Annual Rainfall Forecasting Using Hybrid Artificial Intelligence Model: Integration of Multilayer Perceptron with Whale Optimization Algorithm","Water Resources Management","","34","2","10.1007/s11269-019-02473-8","Lamine DiopSaeed SamadianfardAnsoumana BodianZaher Mundher YaseenMohammad Ali GhorbaniHana Salimi","2020","http://link.springer.com/article/10.1007/s11269-019-02473-8","Article"
"SAZED: parameter-free domain-agnostic season length estimation in time series data","Data Mining and Knowledge Discovery","","33","6","10.1007/s10618-019-00645-z","Maximilian TollerTiago SantosRoman Kern","2019","http://link.springer.com/article/10.1007/s10618-019-00645-z","Article"
"Modeling and forecasting the spread of COVID-19 with stochastic and deterministic approaches: Africa and Europe","Advances in Difference Equations","","2021","1","10.1186/s13662-021-03213-2","Abdon AtanganaSeda İğret Araz","2021","http://link.springer.com/article/10.1186/s13662-021-03213-2","Article"
"Sea surface temperature prediction model for the Black Sea by employing time-series satellite data: a machine learning approach","Applied Geomatics","","14","4","10.1007/s12518-022-00462-y","Hakan Oktay AydınlıAli EkincekMervegül Aykanat-AtayBerkan SarıtaşMehtap Özenen-Kavlak","2022","http://link.springer.com/article/10.1007/s12518-022-00462-y","Article"
"Bag of recurrence patterns representation for time-series classification","Pattern Analysis and Applications","","22","3","10.1007/s10044-018-0703-6","Nima HatamiYann GavetJohan Debayle","2019","http://link.springer.com/article/10.1007/s10044-018-0703-6","Article"
"An IoT framework for quality analysis of aquatic water data using time-series convolutional neural network","Environmental Science and Pollution Research","","","","10.1007/s11356-023-27922-1","Peda Gopi ArepalliJairam Naik Khetavath","2023","http://link.springer.com/article/10.1007/s11356-023-27922-1","Article"
"Evidence of critical dynamics in various electromagnetic precursors","The European Physical Journal Special Topics","","230","1","10.1140/epjst/e2020-000249-x","S. M. PotirakisY. ContoyiannisA. SchekotovK. EftaxiasM. Hayakawa","2021","http://link.springer.com/article/10.1140/epjst/e2020-000249-x","Article"
"Quantile Regression for Thinning-based INAR(1) Models of Time Series of Counts","Acta Mathematicae Applicatae Sinica, English Series","","37","2","10.1007/s10255-021-1014-z","Dan-shu ShengDe-hui WangKai YangZi-ang Wu","2021","http://link.springer.com/article/10.1007/s10255-021-1014-z","Article"
"Data-Driven Modeling of Groundwater Level with Least-Square Support Vector Machine and Spatial–Temporal Analysis","Geotechnical and Geological Engineering","","37","3","10.1007/s10706-018-0713-6","Yandong TangCuiping ZangYong WeiMinghui Jiang","2019","http://link.springer.com/article/10.1007/s10706-018-0713-6","Article"
"Short-term wind power forecasting using hybrid method based on enhanced boosting algorithm","Journal of Modern Power Systems and Clean Energy","","5","1","10.1007/s40565-015-0171-6","Yu JIANGXingying CHENKun YUYingchen LIAO","2017","http://link.springer.com/article/10.1007/s40565-015-0171-6","Article"
"E2LG: a multiscale ensemble of LSTM/GAN deep learning architecture for multistep-ahead cloud workload prediction","The Journal of Supercomputing","","77","10","10.1007/s11227-021-03723-6","Peyman YazdanianSaeed Sharifian","2021","http://link.springer.com/article/10.1007/s11227-021-03723-6","Article"
"Tucker S. McElroy, Dimitris N. Politis (2020): Time series: a first course with bootstrap starter","Statistical Papers","","62","2","10.1007/s00362-020-01207-y","Marco Meyer","2021","http://link.springer.com/article/10.1007/s00362-020-01207-y","Article"
"A 2-Stage Strategy for Non-Stationary Signal Prediction and Recovery Using Iterative Filtering and Neural Network","Journal of Computer Science and Technology","","34","2","10.1007/s11390-019-1913-0","Feng ZhouHao-Min ZhouZhi-Hua YangLi-Hua Yang","2019","http://link.springer.com/article/10.1007/s11390-019-1913-0","Article"
"A hybrid robust system considering outliers for electric load series forecasting","Applied Intelligence","","52","2","10.1007/s10489-021-02473-5","Yang YangZhenghang TaoChen QianYuchao GaoHu ZhouZhe DingJinran Wu","2022","http://link.springer.com/article/10.1007/s10489-021-02473-5","Article"
"Time-aware neural ordinary differential equations for incomplete time series modeling","The Journal of Supercomputing","","","","10.1007/s11227-023-05327-8","Zhuoqing ChangShubo LiuRun QiuSong SongZhaohui CaiGuoqing Tu","2023","http://link.springer.com/article/10.1007/s11227-023-05327-8","Article"
"A review of machine learning experiments in equity investment decision-making: why most published research findings do not live up to their promise in real life","International Journal of Data Science and Analytics","","11","3","10.1007/s41060-021-00245-5","Wojtek BuczynskiFabio CuzzolinBarbara Sahakian","2021","http://link.springer.com/article/10.1007/s41060-021-00245-5","Article"
"Learning patterns of states from multi-channel time series using genetic programming","Soft Computing","","20","10","10.1007/s00500-016-2127-9","Andy SongFeng XieVic Ciesielski","2016","http://link.springer.com/article/10.1007/s00500-016-2127-9","Article"
"A comparative study between dynamic and soft computing models for sediment forecasting","Soft Computing","","25","16","10.1007/s00500-021-05834-x","Sarita Gajbhiye MeshramHamid Reza PourghasemiS. I. AbbaEhsan AlvandiChandrashekhar MeshramKhaled Mohamed Khedher","2021","http://link.springer.com/article/10.1007/s00500-021-05834-x","Article"
"Time series classification with feature covariance matrices","Knowledge and Information Systems","","55","3","10.1007/s10115-017-1098-1","Hamza ErgezerKemal Leblebicioğlu","2018","http://link.springer.com/article/10.1007/s10115-017-1098-1","Article"
"Using deep learning for precipitation forecasting based on spatio-temporal information: a case study","Climate Dynamics","","58","1 - 2","10.1007/s00382-021-05916-4","Weide LiXi GaoZihan HaoRong Sun","2022","http://link.springer.com/article/10.1007/s00382-021-05916-4","Article"
"Granular cognitive maps: a review","Granular Computing","","4","3","10.1007/s41066-018-0104-7","Rafael FalconGonzalo NápolesRafael BelloKoen Vanhoof","2019","http://link.springer.com/article/10.1007/s41066-018-0104-7","Article"
"Forecasting significant stock price changes using neural networks","Neural Computing and Applications","","32","23","10.1007/s00521-020-04942-3","Firuz Kamalov","2020","http://link.springer.com/article/10.1007/s00521-020-04942-3","Article"
"CTS-IIoT: Computation of Time Series Data During Index Based De-duplication of Industrial IoT (IIoT) Data in Cloud Environment","Wireless Personal Communications","","129","1","10.1007/s11277-022-10105-5","S. U. MuthunagaiR. Anitha","2023","http://link.springer.com/article/10.1007/s11277-022-10105-5","Article"
"Drought modeling: a comparative study between time series and neuro-fuzzy approaches","Arabian Journal of Geosciences","","11","17","10.1007/s12517-018-3835-5","Elham Rafiei-SardooiMohsen Mohseni-SaraviSaeed BarkhoriAli AzarehBahram ChoubinMasoud Jafari-Shalamzar","2018","http://link.springer.com/article/10.1007/s12517-018-3835-5","Article"
"Demand forecasting based machine learning algorithms on customer information: an applied approach","International Journal of Information Technology","","14","4","10.1007/s41870-022-00875-3","Maryam ZohdiMajid RafieeVahid KayvanfarAmirhossein Salamiraad","2022","http://link.springer.com/article/10.1007/s41870-022-00875-3","Article"
"The long-run analysis of COVID-19 dynamic using random evolution, peak detection and time series","Stochastic Environmental Research and Risk Assessment","","","","10.1007/s00477-023-02455-8","Vaghawan Prasad OjhaShantia YarahmadianRichard Hunt Bobo","2023","http://link.springer.com/article/10.1007/s00477-023-02455-8","Article"
"A novel fuzzy time series model based on improved sparrow search algorithm and CEEMDAN","Applied Intelligence","","53","9","10.1007/s10489-022-04036-8","Sidong XianHualiang LeiKaiyuan ChenZhengyan Li","2023","http://link.springer.com/article/10.1007/s10489-022-04036-8","Article"
"A review on big data based on deep neural network approaches","Artificial Intelligence Review","","","","10.1007/s10462-023-10512-5","M. RithaniR. Prasanna KumarSrinath Doss","2023","http://link.springer.com/article/10.1007/s10462-023-10512-5","Article"
"Implementing the template method pattern in genetic programming for improved time series prediction","Genetic Programming and Evolvable Machines","","19","1 - 2","10.1007/s10710-018-9320-9","David Moskowitz","2018","http://link.springer.com/article/10.1007/s10710-018-9320-9","Article"
"Temporal variation analysis, impact of COVID-19 on air pollutant concentrations, and forecasting of air pollutants over the cities of Bangalore and Delhi in India","Arabian Journal of Geosciences","","15","8","10.1007/s12517-022-09996-2","Bala Naga Manikanta MedaAneesh Mathew","2022","http://link.springer.com/article/10.1007/s12517-022-09996-2","Article"
"Effectiveness of cascading time series models based on meteorological factors in improving health risk prediction","Environmental Science and Pollution Research","","29","7","10.1007/s11356-021-16372-2","Shuopeng JiaWeibin SheZhipeng PiBuying NiuJinhua ZhangXihan LinMingjun XuWeiya SheJun Liao","2022","http://link.springer.com/article/10.1007/s11356-021-16372-2","Article"
"Hydrological Drought Class Transition Using SPI and SRI Time Series by Loglinear Regression","Water Resources Management","","30","2","10.1007/s11269-015-1184-7","Jianzhu LiShuhan ZhouRong Hu","2016","http://link.springer.com/article/10.1007/s11269-015-1184-7","Article"
"Bayesian Analysis of Double Seasonal Autoregressive Models","Sankhya B","","82","2","10.1007/s13571-019-00192-z","Ayman A. Amin","2020","http://link.springer.com/article/10.1007/s13571-019-00192-z","Article"
"Analysis of wind turbine dataset and machine learning based forecasting in SCADA-system","Journal of Ambient Intelligence and Humanized Computing","","14","6","10.1007/s12652-022-03878-x","Upma SinghM. Rizwan","2023","http://link.springer.com/article/10.1007/s12652-022-03878-x","Article"
"Analyzing and forecasting online tour bookings using Google Analytics metrics","Journal of Revenue and Pricing Management","","21","3","10.1057/s41272-021-00338-7","Nantachai KantananthaJiaranai Awichanirost","2022","http://link.springer.com/article/10.1057/s41272-021-00338-7","Article"
"An integrated heteroscedastic autoregressive model for forecasting realized volatilities","Journal of the Korean Statistical Society","","45","3","10.1016/j.jkss.2015.12.004","Soojin ChoDong Wan Shin","2016","http://link.springer.com/article/10.1016/j.jkss.2015.12.004","Article"
"Portmanteau tests for generalized integer-valued autoregressive time series models","Statistical Papers","","63","4","10.1007/s00362-021-01274-9","Masoomeh ForughiZohreh ShisheborAtefeh Zamani","2022","http://link.springer.com/article/10.1007/s00362-021-01274-9","Article"
"Forecasting Causes of Death in Northern Iraq Using Neural Network","Journal of Statistical Theory and Applications","","21","2","10.1007/s44199-022-00042-4","Shahla O. SalihAntonia BezenchekStefania MoramarcoManuel De IuliisDenis StanevIuri FantiDario CorsiniFaiq B. BasaLeonardo Emberti Gialloreti","2022","http://link.springer.com/article/10.1007/s44199-022-00042-4","Article"
"Bitcoin and market-(in)efficiency: a systematic time series approach","Digital Finance","","1","1 - 4","10.1007/s42521-019-00004-z","Nils BundiMarc Wildi","2019","http://link.springer.com/article/10.1007/s42521-019-00004-z","Article"
"Castle, Jennifer, Clements, Mike and Hendry, David: Forecasting: an essential introduction","Journal of Economics","","129","3","10.1007/s00712-020-00694-9","Robert M. Kunst","2020","http://link.springer.com/article/10.1007/s00712-020-00694-9","Article"
"Structural damage detection using ARMAX time series models and cepstral distances","Sādhanā","","41","9","10.1007/s12046-016-0534-3","K LakshmiA Rama Mohan Rao","2016","http://link.springer.com/article/10.1007/s12046-016-0534-3","Article"
"Forecasting Oil Demand with the Development of Comprehensive Tourism","Chemistry and Technology of Fuels and Oils","","57","2","10.1007/s10553-021-01250-x","Yanrong HuangShuaihao LiRui WangZhijiang ZhaoBin HuangBo WeiGuangming Zhu","2021","http://link.springer.com/article/10.1007/s10553-021-01250-x","Article"
