"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Temporal Fusion Transformer for Day-Ahead Wind Power Forecasting in the South African Context","L. van Heerden; C. van Staden; H. J. Vermeulen","Departement of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Departement of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa; Departement of Electrical and Electronic Engineering, Stellenbosch University, Stellenbosch, South Africa","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","5","The rising integration of wind power generation sources in electricity grids threatens grid stability due to the stochastic and variable nature of this energy source. Wind power generation forecasting is a possible solution to mitigate risks associated with unbalanced electrical supply and demand in a power grid with high levels of wind power generation sources. This paper proposes a wind power forecasting technique used to mitigate the uncertainties associated with this variable input source. The forecasting method proposed is based on the Temporal Fusion Transformer technique, which is a state-of-the-art time series forecasting model. The wind power forecasting model is predominantly aimed towards achieving accurate day-ahead wind power forecasts but also considers shorter forecasting horizons. The paper further explores adapting the wind power forecasting model to the prevailing South African electricity market for wind power as governed by the Standard Power Purchase Agreements applicable to the Renewable Energy Independent Power Producers Procurement program. This study represents an application of the temporal fusion transformer directly to raw wind power output data. The study finds that the proposed forecasting model is comparable in performance to commonly used recurrent neural network based wind power forecasting techniques. The model degrades appreciably 10 to 12 hours after the last model input is accessible. The study further indicates possible drawbacks with the proposed wind power forecasting model and recommendations applicable to the Renewable Energy Independent Power Producers Procurement program power forecasting constraints.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194737","wind power forecasting;temporal fusion transformer;renewable energy independent power producer procurement program;South African energy market","Procurement;Adaptation models;Renewable energy sources;Time series analysis;Wind power generation;Predictive models;Transformers","load forecasting;power engineering computing;power generation planning;power grids;power markets;recurrent neural nets;time series;wind power plants","accurate day-ahead wind power forecasts;day-ahead wind power forecasting;power grid;raw wind power output data;Renewable Energy Independent Power Producers Procurement program;Standard Power Purchase Agreements;temporal fusion transformer technique;time 10.0 hour to 12.0 hour;time series forecasting model;wind power forecasting model;wind power forecasting technique;wind power generation forecasting;wind power generation sources","","","","17","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"A GAN Data Augmentation approach for trading applications in European Carbon Emission Allowances","M. Bellomo; S. Trimarchi; A. Niccolai; M. Lorenzo; F. Casamatta; F. Grimaccia","Department of Energy, Politecnico di Milano, Milan, Italy; Department of Energy, Politecnico di Milano, Milan, Italy; Department of Energy, Politecnico di Milano, Milan, Italy; BU Trading and Execution, A2A spa, Milan, Italy; BU Trading and Execution, A2A spa, Milan, Italy; Department of Energy, Politecnico di Milano, Milan, Italy","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","5","In the last years, energy markets have shown a great volatility with high prices' variations. Most of the machine learning algorithms implemented to forecast the market evolution and to optimize the trading strategies are data-driven and data-intensive; thus, it is important to have a sufficient number of training samples to avoid the overfitting issue. In this context, Generative Adversarial Networks (GANs) have become very popular in the recent years, especially in computer vision, where they are used to manipulate and generate video and images. This methodology has been applied also for time series analysis, especially in the financial context for generating synthetic data. In this work, the application of GANs for generating intraday open-high-low-close prices and related traded volumes for European Carbon Emissions Allowances futures. In particular, a new encoding and decoding process has been introduced to allow the generation of longer time series with significantly higher quality, making the generated data useful for practical applications.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194882","Energy Markets;GAN;Machine Learning;Data Augmentation;Time Series;European Carbon Emissions Allowances","Training;Machine learning algorithms;Time series analysis;Neural networks;Europe;Carbon dioxide;Generative adversarial networks","computer vision;data augmentation;learning (artificial intelligence);pricing;time series","computer vision;data-intensive;energy markets;European Carbon emission;European Carbon Emissions Allowances futures;financial context;GAN data augmentation approach;GANs;Generative Adversarial Networks;great volatility;high prices;intraday open-high-low-close prices;longer time series;machine learning algorithms;market evolution;overfitting issue;related traded volumes;synthetic data;time series analysis;trading applications;trading strategies;training samples","","","","15","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"Learning from ChatGPT: A Transformer-Based Model for Wind Power Forecasting","X. Dai; G. -P. Liu; W. Hu; Z. Lei; H. Zhou","School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; Center for Control Science and Technology, Southern University of Science and Technology, Shenzhen, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","6","Wind power forecasting is a crucial aspect of re-newable energy production, as it helps to optimize energy output and ensure grid stability. In recent years, Transformer-based language models such as ChatGPT have been successfully used in natural language processing tasks, but their application in wind power forecasting remains largely unexplored. In this article, we propose using a Transformer model, the core of ChatGPT, to improve the accuracy of wind power forecasting. Using the self-attention mechanism, the developed model can capture the complex temporal relationships in large-scale time series data. Furthermore, the proposed method is evaluated on a test set using various performance metrics. Results show that our model outperforms traditional forecasting models, achieving higher accuracy. Our findings suggest that Transformer-based models have significant potential for improving wind power forecasting accuracy and ultimately contributing to a more sustainable energy future.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194807","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194807","Wind power forecasting;ChatGPT;Transformer-based model;Time series prediction","Time series analysis;Predictive models;Wind power generation;Transformer cores;Transformers;Chatbots;Stability analysis","deep learning (artificial intelligence);load forecasting;natural language processing;power engineering computing;power grids;time series;transformers;wind power;wind power plants","ChatGPT;large-scale time series data;natural language processing tasks;self-attention mechanism;transformer-based language models;wind power forecasting","","","","21","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"LSTM-based Network for Current Harmonic Distortion Time Series Forecasting","J. Garrido-Zafra; A. Gil-de-Castro; A. Calleja-Madueño; M. Linan-Reyes; I. Moreno-Garcia; A. Moreno-Munoz","Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain; Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain; Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain; Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain; Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain; Departamento de Ingeniería Electrónica y de Computadores, Universidad de Córdoba, Córdoba, Spain","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","6","In recent years, machine learning (ML) and deep learning (DL) algorithms have successfully contributed to the power system transformation into the present smart grid (SG). Most of their potential has been deployed in both electric loads and renewable energy sources (RES) production time series forecasting as a crucial support for power system planning. In contrast, much less attention has been paid to forecasting other time series of significant relevance for the power system, as is the case of the time series of power quality (PQ) indices. This situation strongly contrasts with the growing concern of the research community about the large number of PQ issues reported within the electric power system due to multiple causes (i.e., an increasing number of grid-connected RES and the proliferation of nonlinear loads) and with the importance of keeping these PQ indices under the limits reported by international standards to preserve the power system's stability. This research provides an exhaustive overview of the progress the research community has made over the use of DL in forecasting time series of PQ indices, showing that this discipline is far from being mature. Given this scenario, a long short-term memory (LSTM) network is proposed to forecast the steady state of several PQ indices time series which evaluate the current distortion at the point of common coupling (PCC) of a dwelling. The main contributions of this paper include the use of higher data granularity (l-minute of aggregation interval), the time series forecasting for both components of each current harmonic (real and imaginary components) to facilitate the harmonic mitigation task and the integration of the proposed model as a part of an internet of things (IoT) infrastructure to enable the online PQ indices time series forecasting and control over the energy resources.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194689","Long short-term memory;power system harmonics;steady state power quality indices;time-series forecasting","Time series analysis;Power quality;Production;Power system stability;Power system harmonics;Harmonic analysis;Distortion","deep learning (artificial intelligence);distributed power generation;harmonic distortion;Internet of Things;power engineering computing;power supply quality;power system planning;recurrent neural nets;renewable energy sources;smart power grids;time series","current harmonic distortion time series forecasting;deep learning;electric loads;electric power system;internet of things;IoT;long short-term memory;LSTM-based network;machine learning;PCC;point of common coupling;power quality;power system planning;power system stability;RES;smart grid","","","","33","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"Ex-ante analysis and baseline estimation for pilot sites using machine and deep learning","D. Thomas; A. De Paola; E. Kotsakis; N. Andreadou; G. Fulli","Joint Research Centre, European Commission, Ispra, Italy; Joint Research Centre, European Commission, Ispra, Italy; Joint Research Centre, European Commission, Ispra, Italy; Joint Research Centre, European Commission, Ispra, Italy; Joint Research Centre, European Commission, Ispra, Italy","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","6","The development of accurate models for load forecast is becoming increasingly important, following the steady electrification of domestic demand and the growing penetration of renewable generation. To this end, this work describes all the steps required for a complete energy baseline estimation, from data retrieval and exploratory analysis to the the development and testing of the actual predicting models. Specifically, we present (i) a multi-variable linear regression model which predicts the baseline energy consumption based on several independent variables, (ii) a uni-variate linear regression model with time series using the lag (time-shift) feature and, (iii) a deep learning Convolutional Neural Network (CNN) model. The root mean squared error has been chosen as the main metric to compare the performance of each model. Results show that the energy demand forecast provided by the CNN model outperforms the linear regression models as the former is able to accurately capture the spatio-temporal dependencies in buildings' load profiles, making it a suitable deep learning model for load forecast problems.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194711","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194711","energy consumption;baseline estimation;deep learning;buildings;convolutional neural network","Deep learning;Load forecasting;Linear regression;Buildings;Estimation;Predictive models;Data models","convolutional neural nets;deep learning (artificial intelligence);demand forecasting;energy consumption;load forecasting;mean square error methods;power engineering computing;regression analysis;time series","actual predicting models;buildings;CNN model;data retrieval;deep learning convolutional neural network model;domestic demand;energy baseline estimation;energy consumption;energy demand;exploratory analysis;load forecast;machine learning;multivariable linear regression model;pilot sites;renewable generation;root mean squared error;steady electrification;time series;uni-variate linear regression model","","","","11","EU","3 Aug 2023","","","IEEE","IEEE Conferences"
"Short-term energy forecasting for public educational institution","A. Zlatkova; B. Velkovski; Z. Kokolanski; D. Taskovski","Faculty of Electrical Engineering and Information Technologies, Ss Cyril and Methodius University in Skopje, Skopje, North Macedonia; Faculty of Electrical Engineering and Information Technologies, Ss Cyril and Methodius University in Skopje, Skopje, North Macedonia; Faculty of Electrical Engineering and Information Technologies, Ss Cyril and Methodius University in Skopje, Skopje, North Macedonia; Faculty of Electrical Engineering and Information Technologies, Ss Cyril and Methodius University in Skopje, Skopje, North Macedonia","2023 IEEE International Conference on Environment and Electrical Engineering and 2023 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","3 Aug 2023","2023","","","1","6","Forecasting energy consumption has long been a question of great interest in a wide range of fields. The last years, energy usage of public institution is attracting considerable attention as result of energy crises we faced in North Macedonia. The consumption of public building is highly correlated with the working habits of employees or students. In this research work, we tend to forecast the energy consumption of public education institution Faculty of Electrical Engineering and Information Technologies in Skopje. For this purpose, CNN-LSTM model with attention is proposed that performs short-time forecasting. Model is trained and tested on multivariate time series that present energy consumption of the building of the Faculty of Electrical Engineering and Information Technologies. The model is evaluated using three metrics MAE, MSE and MAPE. The obtained results show that the model achieves great performance in multi-step forecasting on hourly basis.","","979-8-3503-4743-2","10.1109/EEEIC/ICPSEurope57605.2023.10194706","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194706","CNN-LSTM with attention;multi-step energy forecasting;public institution","Measurement;Electrical engineering;Energy consumption;Buildings;Time series analysis;Education;Europe","building management systems;buildings (structures);convolutional neural nets;educational institutions;energy consumption;load forecasting;mean square error methods;power engineering computing;recurrent neural nets;time series","CNN-LSTM model;forecasting energy consumption;MAPE;multivariate time series;North Macedonia;public educational institution;short-term energy forecasting","","","","26","IEEE","3 Aug 2023","","","IEEE","IEEE Conferences"
"A causal graph-based framework for satellite health monitoring","J. Meng; J. Cai; L. Chang","Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China; Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China; Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China","2023 IEEE International Conference on Prognostics and Health Management (ICPHM)","2 Aug 2023","2023","","","89","98","In satellite operations, one of the essential tasks is to monitor the health status of the systems, which involves forecasting telemetry data that reflects the state of health. The application of data-driven approaches in system monitoring has led to significant improvements in health monitoring and anomaly detection. However, existing methods fail to fully leverage the complex inter-sensor relationships present in satellites. They do not explicitly exploit the structure of these relationships to predict the expected behavior of telemetry time series either. To address these limitations, this paper introduces a novel health monitoring framework for artificial satellites that combines causal graphs and deep learning. In the causality learning phase, we propose a method that integrates mRMR (Maximum Relevance Minimum Redundancy) and PCMCI (Peter-Clark Momentary Conditional Independence) to construct an efficient and accurate causal discovery approach for learning causal graphs for high-dimensional telemetry data. Subsequently, we design a graph attention-based neural network that incorporates these causal graphs into a deep network for prediction. Experimental evaluation on two datasets from satellite attitude control systems and power systems demonstrates the superior performance of our proposed method in accurately predicting health status compared to baseline approaches. Furthermore, the experiments highlight the interpretability-enhancing role of causal graphs, which is beneficial for health monitoring and anomaly detection.","2166-5656","979-8-3503-4625-1","10.1109/ICPHM57936.2023.10194125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194125","satellite health management;causal discovery;time series prediction;anomaly detection;health assessment","Analytical models;Satellites;Neural networks;Time series analysis;Sensor systems;Sensors;Telemetry","aerospace computing;artificial satellites;attitude control;causality;condition monitoring;deep learning (artificial intelligence);graph neural networks;satellite telemetry;telemetry;time series","anomaly detection;artificial satellites;causal discovery approach;causal graph-based framework;causality learning phase;complex inter-sensor relationships;data-driven approaches;deep learning;graph attention-based neural network;health status monitoring;high-dimensional telemetry data;maximum relevance minimum redundancy;mRMR;PCMCI;Peter-Clark momentary conditional independence;power systems;satellite attitude control systems;satellite health monitoring;satellite operations;system monitoring;telemetry data forecasting;telemetry time series","","","","25","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"LSTM for Grid Power Forecasting in Short-Term from Wave Energy Converters","R. N. F. Crespo; A. Aliberti; L. Bottaccioli; E. Macii; G. Fighera; E. Patti","Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; ENI, Milan, Italy; Politecnico di Torino, Turin, Italy","2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)","2 Aug 2023","2023","","","1495","1500","In recent times, the consistent growth of wave energy makes it one of the most promising forms of renewable energy. Due to the intermittency and non-stationary nature of waves, the grid integration of these renewable energy sources involves a series of complex power conditioning stages to deliver grid electric power that meets the corresponding quality standards. Furthermore, to enable optimal management and operation of a smart grid power system, forecasting the wave power delivered to the grid is essential. In this paper, we present a novel approach based on Long Short-Term Memory Neural Network to forecast the wave power delivered to the grid of a Wave Energy Converter (WEC) - the ISWEC, which is a device able to harvest sea energy by exploiting the inertial effect of a gyroscope - in short-time horizons (e.g. 1min). The data for the analysis was obtained from a simulator that combines a model of the ISWEC device and the power conditioning grid integration for this particular WEC. In addition, to investigate the effectiveness of downsampling, we compared the performance behavior of the raw dataset and downsampled versions of it. The results showed that as the downsampling increases, so does the forecasting accuracy: the forecasting performance of the raw dataset returned the worst results, while the one of the dataset with the biggest downsampling studied returned the best.","0730-3157","979-8-3503-2697-0","10.1109/COMPSAC57700.2023.00230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197139","Renewable Energy;Wave Energy Converter;Energy Forecast;Neural Networks","Performance evaluation;Power conditioning;Renewable energy sources;Wave power;Neural networks;Predictive models;Data models","energy harvesting;gyroscopes;power convertors;power engineering computing;power generation planning;power grids;recurrent neural nets;smart power grids;wave power generation;wave power plants","grid electric power;grid power forecasting;gyroscope;inertial effect;ISWEC device;long short-term memory neural network;nonstationary nature;power conditioning grid integration;quality standards;raw dataset;renewable energy sources;sea energy harvest;smart grid power system;wave energy converter;wave power","","","","38","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Deep Learning for Regional Subsidence Crisis Prediction in Smart Grid Infrastructure","Z. Wang; X. Bai; Y. Han","Inner Mongolia A.R. Key Laboratory of Wireless Networking and Mobile Computing, College of Computer Science Inner Mongolia University, Hohhot, China; Inner Mongolia A.R. Key Laboratory of Wireless Networking and Mobile Computing, College of Computer Science Inner Mongolia University, Hohhot, China; Inner Mongolia A.R. Key Laboratory of Wireless Networking and Mobile Computing, College of Computer Science Inner Mongolia University, Hohhot, China","2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)","2 Aug 2023","2023","","","1015","1016","Power infrastructure and its connectivity are central to building a smart grid. The infrastructure regional subsidence caused by environmental factors or geological hazards may devastate grid systems. Therefore, it is critical to forecasting the infrastructure regional subsidence in smart grids. In this study, we used an InSAR time series subsidence dataset based on satellite remote sensing images to train, test and compare four deep learning-based Transformer series prediction models using transfer learning to achieve subsidence crisis monitoring and prediction in smart grid infrastructure areas, considering the influence of environmental factors on infrastructure regional subsidence. Meanwhile, an GIS for subsidence crisis prediction in smart grid infrastructure areas was developed based on the Autoformer model. It helps the power industry maintain the smart grid more efficiently and accurately while also saving a lot of money and labor.","0730-3157","979-8-3503-2697-0","10.1109/COMPSAC57700.2023.00153","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10196951","Deep learning;Smart grid;Time series prediction;GIS","Satellites;Time series analysis;Poles and towers;Transfer learning;Predictive models;Transformers;Hazards","deep learning (artificial intelligence);environmental factors;geophysical image processing;hazards;power engineering computing;radar interferometry;remote sensing;smart power grids;synthetic aperture radar;time series","autoformer model;deep learning-based transformer series prediction models;environmental factors;GIS;grid systems;infrastructure regional subsidence;InSAR time series subsidence dataset;power industry;power infrastructure;regional subsidence crisis prediction;satellite remote sensing images;smart grid infrastructure areas;subsidence crisis monitoring;transfer learning","","","","3","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Experiences from the first delivery of a new immersive software engineering course: mathematical foundations and data analytics","F. Demrozi; M. Marchisio; T. Margaria; M. Sacchet","Department of Electrical Engineering and Computer Science, University of Stavanger, Norway; Department of Computer Science and Information Systems, University of Limerick, Ireland; Department of Molecular Biotechnology and Health Sciences, University of Turin, Italy; Department of Computer Science and Information Systems, University of Limerick, Ireland","2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)","2 Aug 2023","2023","","","1576","1581","According to data from the US Bureau of Labor Statistics, the number of job postings for software engineers has steadily increased over the past few years and is expected to grow by 22% from 2019 to 2029. This paper presents the pedagogical experience within the new Immersive Software Engineering (ISE) program concerning mathematical foundations and data analytics topics. These topics were designed to cover essential mathematical concepts such as calculus, linear algebra, probability, and statistics and their integration within data analytic tools and techniques such as time-series forecasting, data cleaning, data visualization, and introduction to pattern recognition. In addition, hands-on projects and real-world applications were incorporated throughout the course to provide students with practical experience in these areas. We reflect on the first delivery of the ISE course, which provided students with a new innovative blended learning environment, and how it will be further developed towards Open Educational Resources (OER) components and refined to respond to the rapidly evolving needs of the software engineering industry.","0730-3157","979-8-3503-2697-0","10.1109/COMPSAC57700.2023.00243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197125","Immersive Software Engineering;Mathematics Education;Data Analytics;Flipped-Classrooms;Example Eliciting Tasks;Learning-by-Doing;Collaborative learning;OER","Industries;Data analysis;Open Educational Resources;Linear algebra;Software;Pattern recognition;Hybrid learning","blended learning;computer aided instruction;computer science education;data analysis;data visualisation;educational courses;software engineering;time series","data analytic tools;data cleaning;data visualization;essential mathematical concepts;immersive software engineering course;Immersive Software Engineering program;ISE course;job postings;Labor Statistics;linear algebra;mathematical foundations;pedagogical experience;software engineering industry;software engineers;time-series forecasting;US Bureau","","","","21","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Financial Time Series Data Prediction by Combination Model Adaboost-KNN-LSTM","H. Zhao; X. Li; J. Xu; X. Fu; J. Chen","College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China; College of Big Data and Internet, Shenzhen Technology University, Shenzhen, China","2023 International Joint Conference on Neural Networks (IJCNN)","2 Aug 2023","2023","","","1","8","Financial time series is the main research direction of financial researchers due to its important economic value. However, owing to stochastic nature of financial markets, the data used by financial time series models need to have a series of features. This limits the use of financial forecasting models. A model for small datasets is proposed to address the above limitations. This model combines Adaptive Boosting(AdaBoost), K-Nearest Neighbors(KNN) and Long Short-Term Memory(LSTM) to accurately predict financial time series data by using a small number of features and data. Compared with classical machine learning models, the proposed model has the best prediction accuracy.","2161-4407","978-1-6654-8867-9","10.1109/IJCNN54540.2023.10191419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191419","Financial Time series;Adaboost;KNN;LSTM;Machine Learning","Economics;Adaptation models;Biological system modeling;Time series analysis;Neural networks;Stochastic processes;Finance","data handling;financial data processing;learning (artificial intelligence);nearest neighbour methods;recurrent neural nets;time series","adaptive boosting;classical machine learning models;combination model adaboost KNN-LSTM;financial forecasting models;financial markets;financial researchers;financial time series data prediction;financial time series models;important economic value;K-Nearest Neighbors;main research direction;prediction accuracy;stochastic nature","","","","37","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Convolutional and LSTM Neural Networks for Solar Power Forecasting","G. Fungtammasan; I. Koprinska","School of Computer Science, The University of Sydney, Sydney, Australia; School of Computer Science, The University of Sydney, Sydney, Australia","2023 International Joint Conference on Neural Networks (IJCNN)","2 Aug 2023","2023","","","1","7","Solar energy is one of the most promising renewable energy sources. However, it is highly variable, which motivates the development of accurate methods for forecasting the generated solar power, to facilitate its integration into the power grid. In this paper, we consider the task of predicting the half-hourly PV solar power for the next day, from three data sources: previous solar power, previous weather data and weather forecast for future days. We investigate the potential of LSTM and CNN neural networks, and also propose the new method LSTM-Conv, which leverages the strengths of LSTM to learn temporal dependencies and of CNN to learn useful features. The evaluation is conducted on two solar power datasets, for two years. The results showed that LSTM-Conv was the most accurate method, outperforming LSTM, CNN, MLP, RNN and a persistence baseline. The best result on both datasets was achieved by LSTM-Conv with weather data. The use of weather data considerably improved the results, highlighting its importance for day-ahead solar power forecasting.","2161-4407","978-1-6654-8867-9","10.1109/IJCNN54540.2023.10191813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191813","CNN;LSTM;solar power forecasting","Renewable energy sources;Soft sensors;Neural networks;Time series analysis;Weather forecasting;Solar energy;Feature extraction","convolutional neural nets;linear programming;photovoltaic power systems;power engineering computing;power generation planning;power grids;recurrent neural nets;solar power","CNN neural networks;convolutional neural network;day-ahead solar power forecasting;LSTM neural networks;MLP;power grid;PV solar power;renewable energy sources;RNN","","","","33","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"MTSNet: Deep Probabilistic Cross-multivariate Time Series Modeling with External Factors for COVID-19","Y. Yang; L. Cao","Data Science Institute, University of Technology, Sydney, Australia; Data Science Institute, University of Technology, Sydney, Australia","2023 International Joint Conference on Neural Networks (IJCNN)","2 Aug 2023","2023","","","1","10","Complex intelligent systems such as for tackling the COVID-19 pandemic involve multiple multivariate time series (MTSs), where both target variables (such as COVID-19 infected, confirmed, and recovered cases) and external factors (such as virus mutation and infectivity, vaccination, and government intervention influence) are coupled. Forecasting such MTSs with multiple external MTS factors needs to model both within and between MTS interactions and handle their uncertainty, heterogeneity, and dynamics. Existing shallow to deep MTS modelers, including regressors, deep recurrent neural networks such as DeepAR, deep state space models, and deep factor models, do not jointly characterize these issues in a probabilistic manner across MTSs. We propose an end-to-end deep probabilistic cross-MTS learning network MTSNet. MTSNet incorporates a tensor input with scaled target and external MTSs. It then vertically and horizontally stacks long-short memory networks for encoding and decoding target MTSs and enhances uncertainty modeling, generalization and forecasting robustness by residual connection, variational zoneout, and probabilistic forecasting. The tensor input is projected to a probability distribution for target MTS forecasting. MTSNet outperforms the SOTA deep probabilistic MTS networks in forecasting COVID-19 confirmed cases and ICU patient numbers for six countries by involving virus mutation, vaccination, government interventions, and infectivity.","2161-4407","978-1-6654-8867-9","10.1109/IJCNN54540.2023.10191636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191636","Multivariate Time Series;Cross-MTS modeling;Probabilistic Forecasting;COVID-19 Modeling;Deep Learning;Recurrent Neural Networks","COVID-19;Uncertainty;Tensors;Time series analysis;Government;Predictive models;Probabilistic logic","deep learning (artificial intelligence);diseases;epidemics;learning (artificial intelligence);medical computing;probability;recurrent neural nets;regression analysis;time series","complex intelligent systems;COVID-19 confirmed cases;deep factor models;deep MTS modelers;deep probabilistic cross-multivariate time series modeling;deep recurrent neural networks;deep state space models;end-to-end deep probabilistic cross-MTS;enhances uncertainty modeling;forecasting robustness;government intervention influence;infectivity;multiple external MTS factors;multiple multivariate time series;network MTSNet;probabilistic forecasting;probabilistic manner;scaled target;SOTA deep probabilistic MTS networks;stacks long-short memory networks;target MTS forecasting;target variables;tensor input;virus mutation","","","","49","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
